機構代碼,機構名稱,型態別,縣市鄉鎮,lat,lng,TWD97_X,TWD97_Y
3534010219,莊耳鼻喉科診所,西醫專科診所,宜蘭縣宜蘭市,24.7509078,121.7509946,325958.9298,2738396.55
3534010273,周明偉診所,西醫醫務室,宜蘭縣宜蘭市,24.7549943,121.7560372,326466.4791,2738851.997
3534010282,李碧峰小兒科診所,西醫專科診所,宜蘭縣宜蘭市,24.7560357,121.7521435,326072.0168,2738965.177
3539131697,幼恩診所,西醫醫務室,雲林縣麥寮鄉,23.7489886,120.2550307,174057.8893,2627423.621
3539131704,黃榮標診所,西醫醫務室,雲林縣麥寮鄉,23.747263,120.251603,173707.451,2627234.345
3539131795,大安診所,西醫診所,雲林縣麥寮鄉,23.7488674,120.2580381,174364.4051,2627408.596
3539141282,林坤永診所,西醫專科診所,雲林縣東勢鄉,23.709405,120.2667317,175228.1545,2623033.563
3539150012,佑幼家庭醫學科診所,西醫專科診所,雲林縣褒忠鄉,23.693491,120.31101,179734.8749,2621248.579
3539151224,?忠三仁診所,西醫醫務室,雲林縣褒忠鄉,23.6925087,120.3056227,179184.9149,2621142.457
3539011029,葉雲宇復健科診所,西醫專科診所,雲林縣斗六市,23.7094967,120.544924,203596.1674,2622925.423
3539011109,李嘉盛小兒科診所,西醫專科診所,雲林縣斗六市,23.7075431,120.5411913,203214.844,2622710.291
3539011118,謝明安小兒科診所,西醫診所,雲林縣斗六市,23.7115698,120.5469626,203804.7752,2623154.347
3539011136,莊志平內科診所,西醫專科診所,雲林縣斗六市,23.7015903,120.5336752,202446.2516,2622053.534
3539011163,宏仁診所,西醫醫務室,雲林縣斗六市,23.7238362,120.5846909,207655.8554,2624501.067
3539011216,林政宏皮膚科診所,西醫醫務室,雲林縣斗六市,23.7097238,120.544947,203598.593,2622950.566
3539012259,益康診所,西醫醫務室,雲林縣斗六市,23.711823,120.537013,202790.3126,2623185.649
3539012295,高銘眼科診所,西醫專科診所,雲林縣斗六市,23.708001,120.541742,203271.1633,2622760.821
3539012428,惠心婦產科診所,西醫醫務室,雲林縣斗六市,23.7131016,120.540574,203153.8813,2623326.073
3539012446,大光明眼科診所,西醫醫務室,雲林縣斗六市,23.7029382,120.5389055,202980.1054,2622201.073
3539012464,小太陽小兒科診所,西醫醫務室,雲林縣斗六市,23.7095665,120.5478922,203898.8618,2622932.189
3539012482,以斯帖診所,西醫醫務室,雲林縣斗六市,23.707563,120.5402529,203119.1602,2622712.804
3539012526,永安診所,西醫醫務室,雲林縣斗六市,23.7086129,120.5512579,204241.7323,2622825.498
3539012535,啊波羅小兒科診所,西醫診所,雲林縣斗六市,23.7114777,120.5432916,203430.4133,2623145.342
3539012544,明德聯合診所,西醫醫務室,雲林縣斗六市,23.718119,120.543987,203503.6771,2623880.609
3539012580,雲萱診所,西醫醫務室,雲林縣斗六市,23.701088,120.529099,201979.4,2621999.441
3539012660,小幼苗小兒科診所,西醫專科診所,雲林縣斗六市,23.7016531,120.538689,202957.567,2622058.825
3539012679,祐明眼科診所,西醫醫務室,雲林縣斗六市,23.7085404,120.547351,203843.3142,2622818.729
3539012697,家銘耳鼻喉科診所,西醫醫務室,雲林縣斗六市,23.707753,120.547655,203874.0368,2622731.43
3539012731,幼雯婦產科診所,西醫診所,雲林縣斗六市,23.7038428,120.5369154,202777.4884,2622301.911
3538121179,慶安診所,西醫專科診所,南投縣信義鄉,23.695912,120.854956,235208.5127,2621354.437
3538121188,親民內科診所,西醫專科診所,南投縣信義鄉,23.5921549,120.8889787,238669.1983,2609861.035
3538121197,吉龍診所,西醫診所,南投縣信義鄉,23.592139,120.888573,238627.7913,2609859.306
3538022322,李眼科診所,西醫專科診所,南投縣埔里鎮,23.9683259,120.9707101,247019.2697,2651515.626
3538022331,安麗小兒科內科診所,西醫專科診所,南投縣埔里鎮,23.9664948,120.9686454,246809.1074,2651312.883
3538022340,錫安診所,西醫專科診所,南投縣埔里鎮,23.9678001,120.9674742,246689.9501,2651457.467
3538022359,台大建村皮膚科診所,西醫診所,南投縣埔里鎮,23.9715413,120.9720608,247156.7963,2651871.693
3538022395,張大川耳鼻喉科診所(張大川聯合診所),西醫診所,南投縣埔里鎮,23.9661249,120.9632738,246262.44,2651272.049
3538022411,幸生診所,西醫診所,南投縣埔里鎮,23.966328,120.9687571,246820.4707,2651294.407
3538022466,慈惠診所,西醫診所,南投縣埔里鎮,23.9684819,120.965759,246515.4178,2651533.016
3538030048,滄浪診所,西醫診所,南投縣草屯鎮,23.9791299,120.6831873,217761.6623,2652748.047
3538030066,陳國楨內兒科診所,西醫專科診所,南投縣草屯鎮,23.9690419,120.6869495,218142.0198,2651629.967
3538030137,張耳鼻喉科診所,西醫專科診所,南投縣草屯鎮,23.9777276,120.6827252,217714.2899,2652592.851
3538030155,李耳鼻喉科診所,西醫專科診所,南投縣草屯鎮,23.976675,120.683405,217783.2047,2652476.122
3538030244,洪明本婦產科診所,西醫專科診所,南投縣草屯鎮,23.9782711,120.6857232,218019.501,2652652.359
3538030324,光陽診所,西醫專科診所,南投縣草屯鎮,23.9771779,120.684239,217868.1981,2652531.627
3538030422,張國治耳鼻喉科診所,西醫專科診所,南投縣草屯鎮,23.9798474,120.68308,217750.9221,2652827.533
3538030440,林洸燁小兒科診所,西醫專科診所,南投縣草屯鎮,23.9791249,120.685318,217978.479,2652747.008
3538030468,洪啟芬診所,西醫診所,南投縣草屯鎮,23.9926691,120.6883795,218293.3307,2654246.309
3538030477,培恭診所,西醫診所,南投縣草屯鎮,23.9761865,120.6859859,218045.7191,2652421.434
3538030520,育英診所,西醫診所,南投縣草屯鎮,23.9762885,120.6846736,217912.2029,2652433.029
3538030600,杏哲診所,西醫診所,南投縣草屯鎮,23.9970816,120.7191757,221427.7651,2654728.397
3538030691,洪德診所,西醫診所,南投縣草屯鎮,23.9752354,120.6859721,218044.0802,2652316.105
3538010448,得生診所,西醫診所,南投縣南投市,23.9077481,120.684815,217909.6466,2644842.323
3538010466,大千診所,西醫診所,南投縣南投市,23.9040012,120.6877575,218208.3209,2644426.701
3538010475,怡和內科診所,西醫專科診所,南投縣南投市,23.903963,120.6877705,218209.6352,2644422.467
3538010528,亞中診所,西醫診所,南投縣南投市,23.9100219,120.6859527,218026.0409,2645093.881
3538010546,簡美華眼科診所,西醫專科診所,南投縣南投市,23.9042604,120.6891938,218354.6251,2644455.084
3538010555,詹建盛診所,西醫診所,南投縣南投市,23.9115659,120.6810453,217526.7883,2645265.994
3538010582,馬冠中內科診所,西醫專科診所,南投縣南投市,23.9037942,120.688146,218247.8266,2644403.689
3538010644,黃皮膚科診所,西醫診所,南投縣南投市,23.9037075,120.6879335,218226.169,2644394.135
3538010653,李志培診所,西醫診所,南投縣南投市,23.9087477,120.6840484,217831.8426,2644953.2
3538011678,義德診所,西醫診所,南投縣南投市,23.9084591,120.6848337,217911.726,2644921.06
3537080222,三和診所,西醫醫務室,彰化縣二林鎮,23.955139,120.4174678,190711.0254,2650177.289
3537080259,趙本政眼科診所,西醫專科診所,彰化縣二林鎮,23.8978074,120.3693094,185781.083,2643848.85
3537080268,育安聯合診所,西醫專科診所,彰化縣二林鎮,23.899716,120.3731119,186169.2131,2644058.506
3537081283,陳立凱小兒科診所,西醫專科診所,彰化縣二林鎮,23.898901,120.372504,186106.9135,2643968.52
3537081309,龍德診所,西醫醫務室,彰化縣二林鎮,23.8998045,120.3742654,186286.7109,2644067.788
3537081345,明穎耳鼻喉科診所,西醫專科診所,彰化縣二林鎮,23.9021768,120.3643432,185277.5699,2644335.027
3537081354,二林四季皮膚科診所,西醫專科診所,彰化縣二林鎮,23.8973439,120.3693669,185786.7091,2643797.491
3537081372,陳其鴻診所,西醫醫務室,彰化縣二林鎮,23.901274,120.369604,185812.7923,2644232.643
3537081416,李順安診所,西醫專科診所,彰化縣二林鎮,23.8968721,120.3693818,185787.9933,2643745.233
3537081443,長佑診所,西醫診所,彰化縣二林鎮,23.8980374,120.3697269,185823.7089,2643874.133
3537090022,德茂診所,西醫醫務室,彰化縣線西鄉,24.132409,120.462596,195379.2085,2669791.901
3537100069,祥安診所,西醫醫務室,彰化縣伸港鄉,24.1474543,120.486691,197834.332,2671449.019
3537100096,何彰季家庭醫學科診所,西醫專科診所,彰化縣伸港鄉,24.1472896,120.4876433,197931.0456,2671430.424
3537100112,福安診所,西醫醫務室,彰化縣伸港鄉,24.1470992,120.4864224,197806.8905,2671409.791
3537101182,芳生診所,西醫醫務室,彰化縣伸港鄉,24.1456913,120.4873,197895.5087,2671253.536
3537110010,蔡永煌診所,西醫醫務室,彰化縣福興鄉,24.0492973,120.4303109,192060.3782,2660600.065
3537120098,梅鏡堂聯合診所,西醫醫務室,彰化縣秀水鄉,24.0331859,120.499265,199067.0565,2658789.021
3701020156,龍泉牙醫診所,牙醫一般診所,臺北市大安區,25.0221865,121.5268526,303171.4298,2768338.387
3701020209,名祥牙醫診所,牙醫一般診所,臺北市大安區,25.038477,121.5448451,304980.0576,2770149.996
3701020272,曾安牙醫診所,牙醫一般診所,臺北市大安區,25.0389173,121.5574505,306251.8873,2770203.945
3701011068,仁惠牙醫診所,牙醫一般診所,臺北市松山區,25.0464963,121.5524483,305743.6827,2771041.369
3701011139,宏國牙醫診所,牙醫一般診所,臺北市松山區,25.0584511,121.5558888,306085.4061,2772366.976
3701011148,史丹佛牙醫診所,牙醫一般診所,臺北市松山區,25.0518737,121.5546655,305964.9679,2771637.917
3701011184,延齡牙醫診所,牙醫一般診所,臺北市松山區,25.0570576,121.5645374,306958.6533,2772216.237
3701011200,凱悅牙醫診所,牙醫一般診所,臺北市松山區,25.0614789,121.5479335,305281.3959,2772699.078
3701011228,揚登牙醫診所,牙醫一般診所,臺北市松山區,25.0499649,121.5660069,307110.2074,2771431.225
3701011273,上傑牙醫診所,牙醫一般診所,臺北市松山區,25.0479257,121.5464787,305140.681,2771197.252
3701011317,立人牙醫診所,牙醫一般診所,臺北市松山區,25.0624296,121.5450836,304993.4374,2772803.221
3545110604,原鄉診所,西醫診所,花蓮縣秀林鄉,24.1434672,121.632139,314244.2056,2671056.818
3545110640,裕文診所,西醫診所,花蓮縣秀林鄉,24.3098726,121.7475957,325879.7803,2689545.127
3545110659,劉玉權診所,西醫診所,花蓮縣秀林鄉,24.0586369,121.57125,308094.1713,2661635.085
3545110784,不老診所,西醫診所,花蓮縣秀林鄉,24.080358,121.606144,311632.4782,2664055.612
3545130526,嵐軒診所,西醫診所,花蓮縣卓溪鄉,23.346478,121.303451,281027.5927,2582683.054
3546010194,曾外科診所,西醫專科診所,臺東縣台東市,22.7568359,121.1503489,265440.0909,2517365.099
3546010229,吳外婦產科診所,西醫診所,臺東縣台東市,22.7571739,121.1522492,265635.2042,2517402.725
3546010238,大慶家醫科外科診所,西醫專科診所,臺東縣台東市,22.7563582,121.1517774,265586.8452,2517312.353
3546010247,東和外科診所,西醫專科診所,臺東縣台東市,22.7539009,121.152627,265674.3758,2517040.346
3546010292,朱眼科診所,西醫專科診所,臺東縣台東市,22.754514,121.1513489,265543.0488,2517108.1
3546010327,隆安耳鼻喉科診所,西醫專科診所,臺東縣台東市,22.7513053,121.1494941,265352.925,2516752.608
3546010354,育生小兒科診所,西醫專科診所,臺東縣台東市,22.7564999,121.1515009,265558.4338,2517328.014
3546010407,李文正內科診所,西醫專科診所,臺東縣台東市,22.7565639,121.152238,265634.1234,2517335.178
3546010434,東光眼科診所,西醫專科診所,臺東縣台東市,22.7598305,121.1466233,265057.1613,2517696.307
3546010443,賴鵬雲診所,西醫診所,臺東縣台東市,22.7518077,121.1523838,265649.6382,2516808.541
3546010452,優生婦產科診所,西醫專科診所,臺東縣台東市,22.758345,121.1477382,265171.8177,2517531.931
3543110099,啟賢診所,西醫醫務室,屏東縣高樹鄉,22.8244402,120.5997314,208914.4436,2524898.758
3543110142,佑昌診所,西醫醫務室,屏東縣高樹鄉,22.822266,120.602082,209155.0751,2524657.352
3543110188,杏元診所,西醫醫務室,屏東縣高樹鄉,22.8217134,120.6023023,209177.5236,2524596.1
3543110197,仁山診所,西醫專科診所,屏東縣高樹鄉,22.8248179,120.6010907,209054.0835,2524940.204
3543110204,佑安診所,西醫診所,屏東縣高樹鄉,22.8235023,120.6014308,209088.6002,2524794.43
3543110222,寶生診所,西醫醫務室,屏東縣高樹鄉,22.8245541,120.6011265,209057.6793,2524910.983
3543120095,寶芝林診所,西醫醫務室,屏東縣萬巒鄉,22.5724634,120.595248,208378.18,2496998.445
3543121190,賴家醫科診所,西醫專科診所,屏東縣萬巒鄉,22.573482,120.569232,205703.1702,2497118.722
3543130037,曹仁診所,西醫醫務室,屏東縣內埔鄉,22.632203,120.595571,208429.3411,2503613.284
3543130126,瑞富診所,西醫醫務室,屏東縣內埔鄉,22.613044,120.566556,205440.7196,2501500.201
3543040136,簡武正診所,西醫醫務室,屏東縣恆春鎮,22.0063532,120.7435583,223523.0425,2434282.722
3543041231,恆明眼科診所,西醫診所,屏東縣恆春鎮,22.0034041,120.7443205,223601.1921,2433956.065
3543050098,慈惠內科診所,西醫專科診所,屏東縣萬丹鄉,22.591869,120.49096,197661.0943,2499180.06
3543050105,陳宗仁診所,西醫醫務室,屏東縣萬丹鄉,22.5918235,120.4890871,197468.504,2499175.68
3543050150,李診所,西醫醫務室,屏東縣萬丹鄉,22.5901784,120.4886601,197423.975,2498993.668
3543050249,鴻基診所,西醫醫務室,屏東縣萬丹鄉,22.6161376,120.4683878,195349.7843,2501875.439
3543051291,宏銘診所,西醫醫務室,屏東縣萬丹鄉,22.5652573,120.4858454,197125.054,2496235.144
3543051308,天醫診所,西醫醫務室,屏東縣萬丹鄉,22.5847677,120.4890438,197461.3756,2498394.404
3543051335,萬丹社區診所,西醫醫務室,屏東縣萬丹鄉,22.58612,120.489406,197499.1317,2498544.017
3543051344,慈愛診所,西醫專科診所,屏東縣萬丹鄉,22.5869625,120.4877316,197327.2818,2498637.898
3543051362,張家瑜診所,西醫醫務室,屏東縣萬丹鄉,22.6183489,120.4706095,195579.0517,2502119.485
3543060110,和合診所,西醫醫務室,屏東縣長治鄉,22.700828,120.5624474,205046.9336,2511221.797
3543060129,世昌診所,西醫醫務室,屏東縣長治鄉,22.676538,120.5272963,201426.9817,2508543.206
3543061162,瑞光診所,西醫診所,屏東縣長治鄉,22.6704905,120.5106232,199711.4911,2507879.104
3543080087,方晨瑋診所,西醫醫務室,屏東縣九如鄉,22.7296816,120.4887056,197481.7626,2514441.027
3543080096,王天診所,西醫醫務室,屏東縣九如鄉,22.7340538,120.4889193,197505.3823,2514925.095
3543080103,愛林診所,西醫醫務室,屏東縣九如鄉,22.733613,120.488722,197484.9483,2514876.354
3543081128,周長興診所,西醫醫務室,屏東縣九如鄉,22.733722,120.490933,197712.0931,2514887.643
3541310671,許文正婦產科診所,西醫診所,臺南市永康區,23.0017896,120.2597149,174111.2075,2544672.873
3541310715,丞康小兒科診所,西醫診所,臺南市永康區,23.0259783,120.2579954,173948.4925,2547352.411
3541310742,陳培義診所,西醫診所,臺南市永康區,23.0059483,120.2355254,171633.7712,2545146.132
3541310788,鄭飛良診所,西醫診所,臺南市永康區,23.000811,120.2613807,174281.4343,2544563.642
3541310797,永泰診所,西醫診所,臺南市永康區,23.031349,120.2532281,173462.883,2547949.645
3541310813,林獻諒小兒科診所,西醫診所,臺南市永康區,23.0082976,120.233783,171456.5104,2545407.226
3541310877,蔡孟崇診所,西醫診所,臺南市永康區,23.041356,120.2368389,171788.8514,2549066.484
3541310939,璨麟眼科診所,西醫診所,臺南市永康區,23.041356,120.2368389,171788.8514,2549066.484
3541310948,侯嘉修內科診所,西醫診所,臺南市永康區,23.0119195,120.2268342,170746.2875,2545812.056
3541311061,丁維漢婦產科診所,西醫診所,臺南市永康區,23.0269443,120.25907,174059.1787,2547458.828
3541311070,滕內科診所,西醫診所,臺南市永康區,23.0078624,120.2618873,174337.3012,2545344.248
3541311098,許進賢耳鼻喉科診所,西醫診所,臺南市永康區,23.0079709,120.2666503,174825.6272,2545353.813
3541311105,佳恩小兒科診所,西醫診所,臺南市永康區,23.0246316,120.2546159,173601.3393,2547205.037
3541311123,張耀仁小兒科診所,西醫診所,臺南市永康區,23.0143605,120.245376,172648.3928,2546072.465
3541271571,李明禮診所,西醫診所,臺南市仁德區,22.9187274,120.2251427,170518.4336,2535492.921
3541271580,慈安診所,西醫診所,臺南市仁德區,22.9915144,120.257393,173867.4115,2543536.207
3541271624,仁義復健科診所,西醫診所,臺南市仁德區,22.9514411,120.2520249,173294.4376,2539101.32
3541271704,崇仁內科診所,西醫診所,臺南市仁德區,22.971185,120.254182,173526.7624,2541286.615
3541271713,劉玉章耳鼻喉科診所,西醫診所,臺南市仁德區,22.9489564,120.2514758,173236.7229,2538826.454
3541280052,吳國榮聯合診所,西醫診所,臺南市歸仁區,22.967068,120.2925763,177461.5097,2540811.218
3541280123,英正診所,西醫診所,臺南市歸仁區,22.9665432,120.2974283,177958.7682,2540750.714
3541010523,大川耳鼻喉科診所,西醫診所,臺南市新營區,23.299944,120.313548,179785.5196,2577663.812
3541010541,許小兒科診所,西醫診所,臺南市新營區,23.303138,120.308744,179295.809,2578019.861
3541010550,邱俊陽診所,西醫診所,臺南市新營區,23.3106341,120.3223425,180690.6435,2578843.425
3541010621,同慶診所,西醫診所,臺南市新營區,23.307278,120.319717,180420.3581,2578473.021
3541010649,林志忠婦產科診所,西醫診所,臺南市新營區,23.3194074,120.3164076,180088.2029,2579817.859
3541010658,許力元眼科診所,西醫診所,臺南市新營區,23.31458,120.316707,180116.3003,2579283.114
3541181170,美地診所,西醫診所,臺南市將軍區,23.220723,120.164064,164444.152,2568970.859
3541190035,大立診所,西醫診所,臺南市北門區,23.267723,120.125445,160522.7478,2574199.153
3541200125,劉榮智骨科診所,西醫診所,臺南市新市區,23.077001,120.2929803,177561.6901,2552984.904
3541200134,玉興診所,西醫診所,臺南市新市區,23.0789756,120.2929658,177561.2622,2553203.579
3541200205,方振崑眼科診所,西醫診所,臺南市新市區,23.079609,120.2939339,177660.7907,2553273.242
3541200223,愛欣診所,西醫診所,臺南市新市區,23.0778268,120.2912733,177387.2352,2553077.2
3541200232,宗詰診所,西醫診所,臺南市新市區,23.0729773,120.2978722,178060.7713,2552536.905
3541201300,何婦產科診所,西醫診所,臺南市新市區,23.0790294,120.2902758,177285.6791,2553210.872
3541201328,麗新診所,西醫診所,臺南市新市區,23.079237,120.293116,177576.7914,2553232.452
3541210149,海寮診所,西醫診所,臺南市安定區,23.0915767,120.2102046,169089.2042,2554642.464
3541080178,順安診所,西醫診所,臺南市學甲區,23.2305005,120.1784824,165926.031,2570045.242
3541080196,全美診所,西醫診所,臺南市學甲區,23.2309414,120.1823611,166323.2701,2570091.829
3541081219,聖恩診所,西醫診所,臺南市學甲區,23.2312869,120.180167,166098.9324,2570131.357
3540140022,林光診所,西醫診所,嘉義縣竹崎鄉,23.5211019,120.5504773,204096.8682,2602060.04
3540140095,黃內科診所,西醫專科診所,嘉義縣竹崎鄉,23.5216342,120.5500086,204049.1909,2602119.139
3540140120,仁新診所,西醫診所,嘉義縣竹崎鄉,23.5219227,120.5509158,204141.9307,2602150.798
3540140139,陽明診所,西醫診所,嘉義縣竹崎鄉,23.5197204,120.5496578,204012.7036,2601907.312
3540140166,璟文診所,西醫診所,嘉義縣竹崎鄉,23.5198955,120.5480367,203847.2215,2601927.223
3540141181,黃志南家庭醫學科內科診所,西醫專科診所,嘉義縣竹崎鄉,23.521991,120.5047043,199423.0094,2602173.883
3540141190,上明眼科診所,西醫診所,嘉義縣竹崎鄉,23.5199187,120.5497318,204020.3292,2601929.248
3540141207,慶安診所,西醫診所,嘉義縣竹崎鄉,23.491099,120.505514,199493.9166,2598752.528
3540141216,佳音診所,西醫診所,嘉義縣竹崎鄉,23.4852678,120.5609165,205150.7562,2598088.392
3540141225,活泉診所,西醫診所,嘉義縣竹崎鄉,23.5165863,120.5484794,203891.2766,2601560.611
3540150028,和榮內兒科診所,西醫專科診所,嘉義縣梅山鄉,23.583013,120.55831,204917.8375,2608913.777
3540150037,裕生診所,西醫專科診所,嘉義縣梅山鄉,23.582564,120.558803,204968.0042,2608863.898
3540151123,家麟診所,西醫診所,嘉義縣梅山鄉,23.5819414,120.5588441,204971.9868,2608794.937
3540161067,聖光診所,西醫診所,嘉義縣番路鄉,23.4709119,120.537011,202703.8263,2596506.249
3541050214,朝圍診所,西醫診所,臺南市佳里區,23.1629859,120.1757413,165603.1235,2562570.018
3541050241,謝樂偉眼科診所,西醫診所,臺南市佳里區,23.1630046,120.1772363,165756.2174,2562571.223
3541050312,張松盛小兒科診所,西醫診所,臺南市佳里區,23.1593839,120.1784221,165875.3772,2562169.57
3541050321,莊嘉斐眼科診所,西醫診所,臺南市佳里區,23.1630055,120.1763278,165663.1911,2562571.849
3541050349,賴建利小兒科診所,西醫診所,臺南市佳里區,23.1603129,120.17855,165889.0541,2562272.377
3541050376,以琳內科診所,西醫診所,臺南市佳里區,23.159338,120.17662,165690.8154,2562165.529
3541050438,宏和診所,西醫診所,臺南市佳里區,23.1560499,120.174997,165522.5599,2561802.335
3541050456,顏忠信眼科診所,西醫診所,臺南市佳里區,23.1585974,120.17698,165727.2157,2562083.304
3541050465,吳小兒科診所,西醫診所,臺南市佳里區,23.1626827,120.1766206,165692.9706,2562535.931
3541050527,汪骨外科診所,西醫診所,臺南市佳里區,23.1549811,120.179219,165954.2318,2561681.531
3541050536,信明眼科診所,西醫診所,臺南市佳里區,23.1649376,120.1747832,165506.2423,2562786.711
3541050563,人人診所,西醫診所,臺南市佳里區,23.1559845,120.1780943,165839.6869,2561793.3
3541050572,蘇稔然內科診所,西醫診所,臺南市佳里區,23.1594571,120.1771666,165746.8612,2562178.402
3541050581,黃逸仁診所,西醫診所,臺南市佳里區,23.158865,120.1747315,165497.1383,2562114.242
3541051640,鍾宏銘皮膚科診所,西醫診所,臺南市佳里區,23.1595608,120.1749839,165523.4203,2562191.151
3541051659,涂尚言皮膚科診所,西醫診所,臺南市佳里區,23.1645148,120.1780064,165836.0166,2562738.022
3541051668,劉亞伯耳鼻喉科診所,西醫診所,臺南市佳里區,23.1627947,120.1781368,165848.294,2562547.458
3541051677,金石小兒科診所,西醫診所,臺南市佳里區,23.1568949,120.177239,165752.6723,2561894.615
3541051695,楊惠芬婦產科診所,西醫診所,臺南市佳里區,23.1625777,120.1774154,165774.2896,2562523.844
3541012241,周書澤內科診所,西醫診所,臺南市新營區,23.305823,120.3032043,178730.5997,2578319.921
3541012278,博馨內科診所,西醫診所,臺南市新營區,23.3052422,120.3129206,179724.1267,2578250.853
3541020074,楊診所,西醫診所,臺南市鹽水區,23.3202254,120.2678702,175124.5037,2579932.726
3541020092,曾小兒科診所,西醫診所,臺南市鹽水區,23.3215558,120.2657831,174911.7938,2580081.141
3541020109,翁冠文診所,西醫診所,臺南市鹽水區,23.3182455,120.2675675,175092.4356,2579713.622
3540110033,黃志誠家庭醫學科耳鼻喉科診所,西醫專科診所,嘉義縣太保市,23.4549462,120.3456737,183149.4189,2594814.047
3540110042,健安診所,西醫診所,嘉義縣太保市,23.4975279,120.3873982,187432.4894,2599510.954
3540110104,馬志宏診所,西醫診所,嘉義縣太保市,23.453661,120.3346169,182019.0858,2594676.896
3546010729,路加診所,西醫診所,臺東縣台東市,22.754891,121.1456031,264952.9315,2517149.253
3546010765,關強內科診所,西醫診所,臺東縣台東市,22.7570173,121.1521105,265620.9782,2517385.37
3546010774,蔡文澤小兒科診所,西醫診所,臺東縣台東市,22.75613,121.151253,265533.0174,2517287.029
3546010783,陳東佑皮膚科診所,西醫專科診所,臺東縣台東市,22.7571266,121.151767,265585.69,2517397.436
3546010818,大溪診所,西醫診所,臺東縣台東市,22.7071689,121.0420818,254323.151,2511858.288
3546010827,民眾診所,西醫專科診所,臺東縣台東市,22.7562533,121.1508631,265492.9625,2517300.641
3546010845,李晉峰婦產科診所,西醫專科診所,臺東縣台東市,22.756833,121.148182,265217.5609,2517364.553
3701112560,華倫牙醫診所,牙醫診所,臺北市內湖區,25.077248,121.57834,308341.7237,2774458.538
3701112579,萬和牙醫診所,牙醫診所,臺北市內湖區,25.0786632,121.5804301,308551.9002,2774616.199
3701120017,玉成牙科診所,牙醫一般診所,臺北市南港區,25.0541117,121.5911309,309643.274,2771901.391
3701120035,緯泰牙醫診所,牙醫一般診所,臺北市南港區,25.0449659,121.5841345,308941.7162,2770885.279
3701120044,德聲牙醫診所,牙醫一般診所,臺北市南港區,25.0560516,121.6141383,311963.7302,2772126.607
3701120062,弘光牙醫診所,牙醫一般診所,臺北市南港區,25.049069,121.589268,309457.7415,2771342.009
3701120106,南港牙醫診所,牙醫一般診所,臺北市南港區,25.054187,121.616692,312222.3347,2771921.244
3701120197,一品牙醫診所,牙醫一般診所,臺北市南港區,25.053671,121.5923674,309768.2496,2771853.122
3701120222,宏昇牙醫診所,牙醫一般診所,臺北市南港區,25.0542975,121.6052833,311071.1491,2771928.285
3701120268,瓊萻牙醫診所,牙醫一般診所,臺北市南港區,25.0538232,121.5991055,310448.0468,2771872.974
3701120320,華德牙醫診所,牙醫一般診所,臺北市南港區,25.0470619,121.6151156,312066.8646,2771131.296
3701120428,弘生牙醫診所,牙醫一般診所,臺北市南港區,25.050256,121.594403,309975.3026,2771475.755
3701120455,德心牙醫診所,牙醫一般診所,臺北市南港區,25.0434033,121.5830828,308836.3383,2770711.738
3701121550,大成牙醫診所,牙醫一般診所,臺北市南港區,25.0556106,121.5962061,310154.6262,2772069.666
3701121578,昆陽牙醫診所,牙醫一般診所,臺北市南港區,25.053743,121.5926173,309793.4295,2771861.207
3701121587,聖欣牙醫診所,牙醫一般診所,臺北市南港區,25.0557719,121.613781,311927.82,2772095.462
3701121596,祐生牙醫診所,牙醫一般診所,臺北市南港區,25.0529921,121.6172469,312278.9276,2771789.144
3701110397,東湖牙醫診所,牙醫一般診所,臺北市內湖區,25.0697268,121.6188793,312435.156,2773643.547
3701110502,林牙醫診所,牙醫一般診所,臺北市內湖區,25.0842068,121.592771,309794.1453,2775235.649
3701110511,永霖牙醫診所,牙醫一般診所,臺北市內湖區,25.0799591,121.5761412,308118.6286,2774757.89
3701110539,德馨牙醫診所,牙醫一般診所,臺北市內湖區,25.0683611,121.6122408,311766.1045,2773489.224
3537121111,楊鴻振診所,西醫醫務室,彰化縣秀水鄉,24.0277767,120.4944055,198570.6045,2658191.717
3537121139,鄭永煌耳鼻喉科診所,西醫專科診所,彰化縣秀水鄉,24.0290649,120.4957909,198712.0419,2658333.88
3537121166,丸山診所,西醫醫務室,彰化縣秀水鄉,24.0345564,120.5004913,199192.3324,2658940.361
3537052371,合康診所,西醫專科診所,彰化縣員林市,23.9629476,120.5646714,205696.0123,2650988.046
3537052399,天倫骨科診所,西醫專科診所,彰化縣員林市,23.9689321,120.572605,206505.4441,2651648.353
3537052415,統誠診所,西醫專科診所,彰化縣員林市,23.960058,120.572291,206470.509,2650665.655
3537052424,陳彥學內科診所,西醫專科診所,彰化縣員林市,23.959717,120.5789758,207150.7409,2650625.843
3537052433,劉文斌診所,西醫醫務室,彰化縣員林市,23.9610212,120.5745312,206698.8268,2650771.639
3537052451,寶貝熊小兒科診所,西醫專科診所,彰化縣員林市,23.963048,120.576339,206883.4881,2650995.55
3537052497,江橋診所,西醫專科診所,彰化縣員林市,23.9611985,120.574642,206710.1626,2650791.24
3537052504,高杏診所,西醫專科診所,彰化縣員林市,23.9542117,120.574708,206714.5474,2650017.442
3537052522,湯耀貿耳鼻喉科診所,西醫專科診所,彰化縣員林市,23.9634289,120.576599,206910.0756,2651037.655
3539120023,源春診所,西醫專科診所,雲林縣崙背鄉,23.7607667,120.3534431,184096.2829,2628678.961
