郵遞區號,局名,電腦局名,lat,lng,TWD97_X,TWD97_Y
718006,關廟文衡路郵局,臺南61支,22.960784,120.3261558,180901.6375,2540099.146
708008,臺南新南郵局,臺南62支,22.9906863,120.1815411,166090.157,2543485.885
708202,臺南地方法院郵局,臺南63支,22.985069,120.1718371,165091.726,2542869.405
708014,臺南育平郵局,臺南64支,22.9929974,120.1673732,164639.0209,2543749.994
800012,新興郵局,高雄901支,22.6310684,120.303811,178438.3478,2503598.495
813016,左營華夏路郵局,高雄1支,22.673113,120.298869,177952.2823,2508256.644
802634,苓雅郵局,高雄2支,22.614825,120.297629,177794.392,2501802.789
805002,旗津郵局,高雄3支,22.6125109,120.2693897,174889.9508,2501560.501
803004,鹽埕郵局,高雄5支,22.623052,120.284273,176425.6865,2502720.33
811026,楠梓郵局,高雄6支,22.728428,120.325831,180750.7858,2514369.087
813006,左營郵局,高雄7支,22.690181,120.293515,177411.0764,2510149.265
807001,高雄站前郵局,高雄8支,22.638437,120.301407,178195.0596,2504415.604
804002,鼓山郵局,高雄9支,22.622011,120.273422,175309.636,2502610.457
801649,前金郵局,高雄10支,22.6310066,120.2960779,177643.3976,2503595.389
804012,高雄內惟郵局,高雄11支,22.6555736,120.2792697,175928.7834,2506324.062
814040,仁武台塑郵局,高雄12支,22.7059261,120.3350318,181684.7343,2511873.088
813007,左營南站郵局,高雄13支,22.6821638,120.2881571,176856.2963,2509264.112
813009,左營果貿郵局,高雄14支,22.6713324,120.2899715,177037.0067,2508063.811
801751,高雄社東郵局,高雄16支,22.626137,120.2951301,177543.4166,2503056.621
807020,高雄德智郵局,高雄17支,22.6435459,120.3111508,179199.2298,2504976.663
806604,前鎮郵局,高雄18支,22.588939,120.3062771,178670.1316,2498932.185
802721,高雄市府郵局,高雄19支,22.6204269,120.3120149,179276.2164,2502416.205
804006,高雄鼓岩郵局,高雄20支,22.6372722,120.2807645,176072.6174,2504296.727
806601,高雄廣澤郵局,高雄21支,22.615815,120.310574,179125.7257,2501906.199
803001,高雄府北郵局,高雄23支,22.6295034,120.2843137,176433.3037,2503434.699
807003,高雄三塊厝郵局,高雄24支,22.635638,120.293717,177403.1435,2504109.391
811001,楠梓莒光郵局,高雄25支,22.7098639,120.2987375,177957.9847,2512326.301
806614,前鎮加工區郵局,高雄26支,22.6012403,120.2912591,177132.3721,2500301.609
800314,高雄青年郵局,高雄27支,22.6250183,120.3083021,178896.8944,2502926.394
807057,高雄灣仔內郵局,高雄28支,22.6478773,120.3174427,179848.1409,2505453.315
812003,小港郵局,高雄29支,22.5642042,120.3368631,181802.9716,2496178.938
802561,高雄師大郵局,高雄30支,22.6255316,120.3199322,180092.7106,2502977.728
807011,高雄九如二路郵局,高雄32支,22.641674,120.293831,177418.0327,2504777.725
802025,高雄五塊厝郵局,高雄33支,22.6222465,120.3303987,181167.0097,2502609.083
815007,大社郵局,高雄34支,22.7312656,120.3469751,182924.1144,2514673.587
811033,楠梓藍田郵局,高雄35支,22.7302232,120.2923277,177310.2257,2514583.914
806601,高雄西甲郵局,高雄36支,22.6098006,120.309985,179062.0892,2501240.485
812201,小港機場郵局,高雄37支,22.5712279,120.3404126,182171.4501,2496955.07
806604,高雄草衙郵局,高雄38支,22.583617,120.322546,180340.3095,2498335.176
806016,高雄籬仔內郵局,高雄39支,22.6054131,120.32879,180993.2379,2500745.815
802320,高雄正言郵局,高雄40支,22.629859,120.326762,180796.9665,2503453.724
800009,高雄順昌郵局,高雄41支,22.6338757,120.3142402,179511.8394,2503904.381
802662,高雄林華郵局,高雄42支,22.6191196,120.3208255,180181.3024,2502267.287
811009,楠梓右昌郵局,高雄43支,22.7146451,120.2888518,176944.9089,2512860.58
806604,高雄佛公郵局,高雄44支,22.5734846,120.3226244,180343.2781,2497213.153
812039,高雄大林蒲郵局,高雄45支,22.5264512,120.3465394,182779.8323,2491994.095
804055,高雄前峰郵局,高雄46支,22.668007,120.286247,176652.4926,2507697.408
812401,高雄中鋼郵局,高雄47支,22.5598282,120.3556897,183737.068,2495685.898
807046,高雄民族社區郵局,高雄48支,22.6403945,120.3164571,179743.0335,2504625.183
807399,高雄站後郵局,高雄49支,22.6421781,120.3031043,178371.4626,2504829.053
807031,高雄大順郵局,高雄50支,22.64344,120.326252,180751.3479,2504957.831
812402,高雄台船郵局,高雄51支,22.552346,120.345619,182697.7034,2494861.883
814013,仁武郵局,高雄52支,22.7016583,120.3489736,183115.0114,2511394.148
807056,高雄建工郵局,高雄53支,22.6511467,120.3304015,181181.6929,2505809.295
807375,高雄博愛路郵局,高雄54支,22.650984,120.3039731,178465.3243,2505803.746
813018,左營新莊仔郵局,高雄55支,22.6649353,120.3052464,178603.41,2507348.016
807070,高雄鼎泰郵局,高雄56支,22.6651723,120.3162269,179731.9837,2507369.029
811299,海軍官校郵局,高雄57支,22.7046131,120.2923404,177298.0028,2511747.974
806602,高雄英德街郵局,高雄58支,22.6139482,120.3214691,180244.8582,2501694.34
804201,中山大學郵局,高雄59支,22.628388,120.264737,174420.2919,2503320.99
802007,高雄武廟郵局,高雄60支,22.6306117,120.3296251,181091.6532,2503535.745
807033,高雄民壯郵局,高雄61支,22.638907,120.340729,182237.1354,2504449.213
812009,高雄二苓郵局,高雄62支,22.569247,120.347754,182925.4665,2496732.404
807066,高雄大昌郵局,高雄63支,22.6570256,120.3219962,180320.773,2506464.199
802675,高雄文化中心郵局,高雄64支,22.622842,120.316225,179710.2503,2502681.644
804012,高雄民強郵局,高雄65支,22.6489754,120.2792122,175919.3336,2505593.443
811016,楠梓後勁郵局,高雄66支,22.718122,120.310145,179134.1906,2513235.265
807577,高雄義民郵局,高雄67支,22.6459314,120.3300567,181143.6544,2505231.946
804051,高雄瑞豐郵局,高雄68支,22.665127,120.291899,177231.812,2507375.715
800004,高雄新田郵局,高雄69支,22.6222064,120.3038159,178434.2639,2502617.172
811605,楠梓亞洲城郵局,高雄70支,22.7163451,120.296655,177747.4399,2513045.008
807378,高雄醫學大學郵局,高雄72支,22.6453863,120.3102147,179103.9576,2505180.903
804614,高雄高分院郵局,高雄73支,22.6619655,120.2990997,177970.1699,2507022.123
813414,左營榮總郵局,高雄74支,22.6797767,120.3223911,180372.842,2508983.33
812035,高雄高松郵局,高雄75支,22.5744465,120.3713728,185356.8306,2497297.733
801762,高雄地方法院郵局,高雄76支,22.626945,120.290587,177076.8214,2503148.311
805006,高雄中洲郵局,高雄77支,22.5762952,120.2957071,177576.6568,2497537.191
812020,高雄宏平郵局,高雄78支,22.569996,120.360411,184227.459,2496809.71
807076,高雄鼎金郵局,高雄79支,22.668172,120.3218973,180316.2374,2507698.528
807005,高雄中都郵局,高雄81支,22.6384757,120.288448,176863.0401,2504426.2
804605,高雄凹仔底郵局,高雄82支,22.6632282,120.3011326,178179.7506,2507160.964
811022,楠梓建楠郵局,高雄83支,22.727281,120.329878,181165.9245,2514240.19
806602,高雄崗山仔郵局,高雄84支,22.6091046,120.3349807,181631.5449,2501151.732
812050,高雄中林子郵局,高雄85支,22.5290082,120.3659428,184777.0801,2492268.642
840203,義守大學郵局,高雄86支,22.7271723,120.4058219,188966.9468,2514194.9
812675,高雄桂林郵局,高雄87支,22.5832788,120.3580803,183994.0996,2498281.57
813371,左營菜公郵局,高雄88支,22.679343,120.308766,178972.5348,2508941.754
813031,左營福山郵局,高雄89支,22.6850231,120.316869,179808.0753,2509566.884
814240,仁武仁雄郵局,高雄90支,22.6773338,120.3559159,183816.5888,2508697.498
811512,高雄高等行政法院郵局,高雄91支,22.731406,120.335807,181777.0092,2514694.23
813011,高雄郵件中心郵局,高雄92支,22.6772406,120.3180753,179928.0719,2508704.527
811014,楠梓翠屏郵局,高雄93支,22.7269353,120.3100854,179132.6074,2514211.232
806604,高雄君毅郵局,高雄94支,22.601496,120.3063301,178682.0496,2500322.635
814036,仁武八德郵局,高雄95支,22.6809682,120.339935,182176.1947,2509107.155
825006,橋頭新市鎮郵局,高雄163支,22.7384544,120.3049089,178606.844,2515489.283
811646,楠梓加工區郵局,高雄164支,22.7198704,120.3051435,178621.2974,2513431.272
600013,嘉義文化路郵局,嘉義901支,23.4779289,120.4500827,193826.552,2597314.598
600011,嘉義中山路郵局,嘉義1支,23.4819198,120.457764,194612.8711,2597753.583
608009,水上南靖郵局,嘉義2支,23.4131852,120.3854819,187196.8883,2590171.364
608007,水上中庄郵局,嘉義3支,23.4210533,120.4369018,192455.474,2591021.237
600005,嘉義站前郵局,嘉義4支,23.4784977,120.4433206,193136.0399,2597380.246
600006,嘉義民權路郵局,嘉義5支,23.4817142,120.4455989,193370.1431,2597735.553
612013,太保郵局,嘉義6支,23.4531102,120.3358391,182143.678,2594615.322
600015,嘉義忠孝郵局,嘉義7支,23.4831944,120.4545477,194284.8682,2597895.979
600074,嘉義北社郵局,嘉義8支,23.4855391,120.4385116,192647.8421,2598161.944
608017,水上郵局,嘉義9支,23.430824,120.4012153,188812.9813,2592117.973
600072,嘉義玉山郵局,嘉義10支,23.4724161,120.4287501,191644.9768,2596712.586
608010,水上回歸郵局,嘉義11支,23.454236,120.408975,189616.5686,2594707.419
600078,嘉義福全郵局,嘉義12支,23.4769714,120.4351218,192297.8624,2597214.485
600013,嘉義東門郵局,嘉義13支,23.4795417,120.4559444,194426.0063,2597490.927
602001,番路郵局,嘉義14支,23.46391,120.55457,204495.1729,2595725.183
600060,嘉義後湖郵局,嘉義15支,23.5007524,120.4545264,194290.0718,2599840.418
600026,嘉義興業路郵局,嘉義16支,23.4690132,120.4537564,194198.0746,2596325.816
600022,嘉義成功街郵局,嘉義17支,23.4722115,120.4432073,193121.7712,2596684.137
600040,嘉義彌陀郵局,嘉義18支,23.4741261,120.4627965,195123.7061,2596888.556
600020,嘉義湖內郵局,嘉義19支,23.4590011,120.4433944,193135.2251,2595221.103
600054,嘉義埤子頭郵局,嘉義20支,23.4887732,120.4467091,193486.5565,2598516.853
606013,中埔郵局,嘉義21支,23.4248055,120.5229184,201247.2706,2591405.044
600355,嘉義大學郵局,嘉義22支,23.4682002,120.4837288,197259.6632,2596224.475
606009,中埔後庄郵局,嘉義23支,23.4505494,120.4596754,194795.0701,2594278.799
612004,太保南新郵局,嘉義24支,23.4982158,120.378868,186561.5714,2599590.875
607041,大埔郵局,嘉義25支,23.294754,120.593563,208425.9892,2576981.023
604008,竹崎郵局,嘉義26支,23.523413,120.5510252,204153.6184,2602315.803
604004,竹崎內埔郵局,嘉義27支,23.4880593,120.5585294,204907.8769,2598398.275
605001,阿里山郵局,嘉義28支,23.5113691,120.8045659,230041.8412,2600923.943
600061,嘉義林森郵局,嘉義29支,23.491945,120.470592,195927.3118,2598858.921
600033,嘉義興嘉郵局,嘉義30支,23.4647486,120.4359513,192377.29,2595860.559
612012,太保嘉太郵局,嘉義31支,23.508577,120.362772,184922.6731,2600745.522
621002,民雄郵局,嘉義32支,23.5549804,120.4310003,191911.0761,2605855.169
621018,民雄頭橋郵局,嘉義33支,23.5199585,120.4361827,192424.9147,2601974.607
621301,中正大學郵局,嘉義34支,23.5593656,120.4692158,195814.3566,2606325.84
621016,民雄雙福郵局,嘉義35支,23.523487,120.447439,193575.8981,2602360.898
603004,梅山郵局,嘉義36支,23.580711,120.5589724,204984.6628,2608658.638
616009,新港郵局,嘉義37支,23.5550923,120.346246,183258.3635,2605904.461
615007,六腳蒜頭郵局,嘉義39支,23.492655,120.292158,177702.2458,2599015.995
613016,朴子長庚醫院郵局,嘉義40支,23.4625513,120.286094,177066.3075,2595685.207
624001,義竹郵局,嘉義41支,23.3373361,120.2433567,172627.2998,2581840.533
625001,布袋郵局,嘉義42支,23.3779435,120.1579575,163920.3559,2586385.917
625003,布袋過溝郵局,嘉義43支,23.4201894,120.1822892,166434.3546,2591050.198
625005,布袋大寮郵局,嘉義44支,23.3738799,120.184792,166661.1607,2585920.146
625008,布袋新塭郵局,嘉義45支,23.324429,120.162093,164308.7814,2580456.938
611001,鹿草郵局,嘉義46支,23.4113835,120.3082682,179304.5218,2590007.583
613003,朴子郵局,嘉義47支,23.4661543,120.2463155,173004.4102,2596104.949
613004,朴子海通路郵局,嘉義48支,23.4637049,120.2388137,172236.5686,2595837.722
614007,東石郵局,嘉義49支,23.455827,120.150507,163209.5009,2595015.757
613016,朴子祥和郵局,嘉義50支,23.4580572,120.2897861,177441.055,2595185.64
622002,大林郵局,嘉義51支,23.602665,120.456802,194565.2426,2611125.76
604007,竹崎灣橋郵局,嘉義52支,23.4927576,120.5020858,199144.3955,2598937.415
600057,嘉義保安郵局,嘉義53支,23.4929224,120.4349673,192289.0223,2598981.016
623014,溪口郵局,嘉義54支,23.6038173,120.3956326,188323.1361,2611278.404
622002,大林中山路郵局,嘉義55支,23.6060429,120.4561684,194502.0026,2611500.091
622011,大林大埔美郵局,嘉義56支,23.5980943,120.5139617,200396.9197,2610598.603
300027,新竹武昌街郵局,新竹901支,24.8025389,120.967308,246694.8151,2743907.1
300027,新竹東門郵局,新竹1支,24.8038951,120.97304,247274.3542,2744057.185
300044,清華大學郵局,新竹2支,24.792968,120.9931349,249305.8802,2742846.661
300195,新竹龍山西路郵局,新竹3支,24.7906166,121.0096567,250976.3927,2742586.24
300011,新竹光華街郵局,新竹4支,24.8167591,120.9712218,247090.8351,2745482.026
300112,新竹內湖路郵局,新竹5支,24.743843,120.90568,240459.6928,2737408.925
300024,新竹英明街郵局,新竹6支,24.8067849,120.9674461,246708.8893,2744377.379
300049,新竹關東橋郵局,新竹7支,24.801763,120.983412,248322.9308,2743820.869
300077,新竹樹林頭郵局,新竹8支,24.8204181,120.960605,246017.7083,2745887.562
300193,新竹學府路郵局,新竹9支,24.7968761,120.986653,248650.5474,2743279.566
300076,新竹西門郵局,新竹10支,24.8017471,120.960466,246003.0585,2743819.584
300060,新竹牛埔郵局,新竹11支,24.7945759,120.9419146,244127.1486,2743025.981
308001,寶山郵局,新竹13支,24.7649011,120.9901542,249004.2822,2739738.031
300015,新竹文雅郵局,新竹14支,24.8115171,120.9566919,245621.835,2744901.815
300081,新竹西大路郵局,新竹15支,24.7971197,120.9686729,246832.6699,2743306.844
300191,新竹民主路郵局,新竹16支,24.8089274,120.9812051,248099.9194,2744614.419
300041,新竹東園郵局,新竹17支,24.802878,120.983034,248284.7298,2743944.37
300064,新竹南寮郵局,新竹18支,24.835858,120.929449,242869.1494,2747598.943
300091,新竹科學園郵局,新竹19支,24.780192,121.004751,250480.4156,2741431.599
300109,新竹三姓橋郵局,新竹20支,24.7876921,120.92771,242690.5576,2742264.225
300035,新竹南大路郵局,新竹21支,24.788028,120.967424,246706.1596,2742299.888
300007,新竹民生路郵局,新竹22支,24.8122579,120.9752105,247493.9591,2744983.398
300016,新竹經國路郵局,新竹23支,24.8128836,120.9656679,246529.2879,2745052.909
300043,新竹建中郵局,新竹24支,24.8007274,120.9941846,249412.0503,2743706.078
300093,新竹陽明交大郵局,新竹25支,24.7883499,120.9986102,249859.4742,2742335.149
300015,新竹南勢郵局,新竹26支,24.8054238,120.9510538,245051.6181,2744227.12
305045,新埔郵局,新竹27支,24.827162,121.082494,258338.5567,2746636.457
305045,新埔中正郵局,新竹28支,24.827883,121.075717,257653.4878,2746715.917
302052,竹北嘉豐郵局,新竹29支,24.8145048,121.028373,252868.2554,2745232.333
306001,關西郵局,新竹30支,24.7931814,121.1761031,267805.5046,2742881.754
300096,寶山大崎郵局,新竹32支,24.772382,121.001171,250118.4176,2740566.568
302011,竹北郵局,新竹33支,24.8397973,121.0031953,250322.9505,2748033.417
302001,竹北中山郵局,新竹34支,24.8354409,121.0188216,251902.3748,2747551.033
302045,竹北博愛郵局,新竹35支,24.8367525,121.0089351,250903.097,2747696.203
302058,竹北六家郵局,新竹36支,24.8220484,121.0324393,253279.1233,2746067.948
302099,竹北光明郵局,新竹37支,24.8287567,121.0109151,251103.2923,2746810.608
303032,湖口郵局,新竹38支,24.901102,121.046434,254690.7929,2754824.315
304108,新豐郵局,新竹40支,24.9033097,120.9867893,248665.4703,2755068.105
300110,中華大學郵局,新竹41支,24.7570738,120.9526905,245215.2324,2738871.884
303102,湖口鳳凰郵局,新竹42支,24.8628,121.026351,252662.816,2750581.441
304033,新豐山崎郵局,新竹43支,24.8695523,120.994278,249421.813,2751329.079
303106,湖口新工郵局,新竹44支,24.870831,121.014611,251476.3724,2751470.775
302050,竹北成功郵局,新竹45支,24.8175773,121.0182982,251849.738,2745572.467
303119,湖口德盛郵局,新竹46支,24.9053382,121.0434606,254390.2682,2755293.419
310007,竹東郵局,新竹47支,24.7368431,121.0927406,259381.0787,2736633.521
307002,芎林郵局,新竹48支,24.7721159,121.083726,258466.8252,2740539.686
312002,橫山郵局,新竹49支,24.7176021,121.14015,264178.9128,2734506.505
312003,橫山內灣郵局,新竹50支,24.7065053,121.1807344,268286.4471,2733282.254
311201,五峰郵局,新竹51支,24.6320786,121.119596,262107.7259,2725032.195
310006,竹東下公館郵局,新竹52支,24.7389275,121.0863777,258737.3002,2736863.964
313001,尖石郵局,新竹53支,24.705358,121.201693,270407.2005,2733158.14
310016,竹東二重埔郵局,新竹54支,24.7662875,121.0567725,255741.409,2739892.742
310007,竹東長春郵局,新竹55支,24.7382258,121.0882572,258927.466,2736786.366
310401,竹東工研院郵局,新竹56支,24.7740919,121.0479329,254847.1562,2740756.803
314299,北埔郵局,新竹57支,24.699979,121.054737,255538.4942,2732548.469
315299,峨眉郵局,新竹58支,24.6884014,121.0200177,252025.6527,2731265.207
900006,屏東民生路郵局,屏東901支,22.670473,120.491605,197757.1328,2507883.726
900001,屏東林森路郵局,屏東2支,22.6715234,120.4978211,198396.3063,2507997.866
900013,屏東北平路郵局,屏東4支,22.6758273,120.488805,197471.4375,2508477.602
900403,屏東崇蘭郵局,屏東5支,22.6877316,120.4853547,197121.4562,2509797.009
912006,內埔水門郵局,屏東6支,22.709658,120.645564,213588.5472,2512176.77
900012,屏東大埔郵局,屏東7支,22.670914,120.4826001,196831.9382,2507935.751
909142,麟洛郵局,屏東8支,22.6530653,120.5236157,201040.4451,2505945.258
900005,屏東歸來郵局,屏東9支,22.664166,120.503324,198959.0703,2507181.272
908128,長治郵局,屏東10支,22.6768316,120.530701,201776.9424,2508574.608
907101,鹽埔郵局,屏東11支,22.741863,120.556128,204411.2819,2515767.588
901002,三地門郵局,屏東12支,22.7146667,120.6533337,214388.0364,2512729.499
902003,霧台郵局,屏東13支,22.743849,120.73139,222412.421,2515944.231
903001,瑪家郵局,屏東14支,22.6899961,120.6367381,212676.5211,2510001.793
900044,屏東永安郵局,屏東15支,22.6557929,120.481517,196714.7981,2506261.757
900062,屏東海豐郵局,屏東16支,22.7008545,120.5108479,199745.6527,2511241.277
900048,屏東公館郵局,屏東17支,22.638068,120.485074,197073.5707,2504297.788
900013,屏東中正路郵局,屏東18支,22.6821103,120.4917744,197778.9476,2509172.282
900034,屏東廣東路郵局,屏東19支,22.6804458,120.5017722,198805.6391,2508984.49
900067,屏東勝利路郵局,屏東20支,22.6793266,120.4859386,197178.2313,2508866.101
900008,屏東六塊厝郵局,屏東21支,22.669491,120.476494,196203.9076,2507780.377
900011,屏東厚生郵局,屏東22支,22.6654717,120.4789566,196455.4123,2507334.424
908121,長治繁華郵局,屏東23支,22.7021864,120.5735022,206183.1234,2511368.909
900045,屏東頭前溪郵局,屏東24支,22.6558442,120.4703258,195564.6606,2506271.49
905006,里港郵局,屏東26支,22.7727121,120.494406,198083.5581,2519203.895
905004,里港三和路郵局,屏東27支,22.8099272,120.5028196,198961.3687,2523321.907
906006,高樹郵局,屏東28支,22.8263424,120.6005038,208994.2973,2525109.179
851001,茂林郵局,屏東29支,22.8865519,120.66446,215574.2117,2531759.977
913001,萬丹郵局,屏東30支,22.5841009,120.488855,197441.709,2498320.636
904007,九如郵局,屏東31支,22.7337415,120.4903459,197651.7965,2514890.009
907104,鹽埔鹽中郵局,屏東32支,22.756474,120.575658,206421.8078,2517379.612
912007,內埔郵局,屏東33支,22.612388,120.567046,205490.8827,2501427.415
912011,內埔龍泉郵局,屏東34支,22.6746523,120.6006572,208964.7685,2508312.285
912016,內埔豐田郵局,屏東35支,22.6315755,120.5441166,203140.132,2503559.081
912011,內埔建興郵局,屏東36支,22.6550779,120.5753979,206362.9786,2506151.998
912301,內埔學府郵局,屏東37支,22.6426569,120.6134725,210272.4358,2504765.953
913010,萬丹社皮郵局,屏東38支,22.6156814,120.4697786,195492.5829,2501824.414
940003,枋寮郵局,屏東39支,22.3663835,120.5950403,208295.1807,2474179.779
940001,枋寮水底寮郵局,屏東40支,22.3853018,120.5951186,208308.8797,2476274.51
941011,枋山郵局,屏東41支,22.1984779,120.689669,218002.425,2455565.418
942009,春日郵局,屏東42支,22.3702596,120.6241172,211290.7719,2474601.199
946002,恆春郵局,屏東43支,22.001583,120.7421983,223381.7348,2433754.801
946002,恆春墾丁郵局,屏東45支,22.001583,120.7421983,223381.7348,2433754.801
946002,恆春南門郵局,屏東46支,22.0026109,120.7449275,223663.7184,2433868.137
944013,車城郵局,屏東47支,22.0737191,120.7138946,220474.2995,2441746.957
945012,牡丹郵局,屏東48支,22.1252577,120.7736211,226646.5043,2447443.012
947017,滿州郵局,屏東49支,22.018543,120.837955,233270.7182,2435619.035
920002,潮州郵局,屏東50支,22.5447306,120.5371365,202392.8025,2493944.978
920005,潮州新生路郵局,屏東51支,22.5512637,120.5385218,202537.5221,2494667.942
923015,萬巒郵局,屏東52支,22.571366,120.566112,205381.6482,2496885.348
921021,泰武郵局,屏東53支,22.59143,120.631256,212086.2153,2499088.999
922020,來義郵局,屏東54支,22.526154,120.635641,212519.4462,2491859.984
920005,潮州南進路郵局,屏東55支,22.5511119,120.5437501,203075.2033,2494649.482
926001,南州郵局,屏東56支,22.489922,120.511038,199688.5967,2487884.619
924004,崁頂郵局,屏東57支,22.5145242,120.5135705,199958.0326,2490607.944
911164,竹田郵局,屏東58支,22.586566,120.5429454,203004.4589,2498575.548
911162,竹田西勢郵局,屏東59支,22.621086,120.5245698,201127.193,2502403.858
925022,新埤郵局,屏東60支,22.4686676,120.5509486,203788.1799,2485518.299
927001,林邊郵局,屏東61支,22.433653,120.5162499,200204.7815,2481652.307
931006,佳冬郵局,屏東62支,22.4143419,120.552084,203887.0735,2479502.595
928001,東港中正路郵局,屏東63支,22.4689044,120.4509312,193495.2945,2485578.785
928007,東港郵局,屏東64支,22.4696421,120.460157,194445.0365,2485657.022
932018,新園郵局,屏東65支,22.5405898,120.4601945,194477.2267,2493513.016
932015,新園烏龍郵局,屏東66支,22.486201,120.4585621,194287.5274,2487491.168
929001,琉球郵局,屏東67支,22.3511867,120.380778,186221.9276,2472572.108
500046,彰化中央路郵局,彰化901支,24.0677369,120.5269842,201899.4719,2662605.8
508018,和美郵局,彰化1支,24.111099,120.4991768,199088.8509,2667418.009
503009,花壇郵局,彰化2支,24.025643,120.538714,203076.9874,2657939.925
500017,彰化府前郵局,彰化3支,24.074996,120.5438,203612.0903,2663404.094
500004,彰化市仔尾郵局,彰化4支,24.0839149,120.547728,204014.6892,2664390.576
500022,彰化過溝仔郵局,彰化5支,24.0887199,120.538232,203050.9082,2664925.877
502001,芬園郵局,彰化6支,24.0135262,120.630601,212420.5087,2656570.414
500006,彰化西門郵局,彰化7支,24.075948,120.535842,202803.2315,2663512.18
507003,線西郵局,彰化8支,24.1303822,120.4707088,196202.9472,2669564.29
500035,彰化台化郵局,彰化9支,24.0871263,120.5611259,205378.0671,2664741.917
508019,和美中寮郵局,彰化10支,24.10646,120.530456,202266.8654,2666893.234
500009,彰化南瑤郵局,彰化11支,24.068369,120.539943,203217.4885,2662671.429
500052,彰化中庄仔郵局,彰化12支,24.0878091,120.5680894,206086.3133,2664815.342
500054,彰化南郭郵局,彰化13支,24.068964,120.548049,204041.9992,2662734.65
500207,彰化師大郵局,彰化14支,24.0826667,120.5584256,205101.9606,2664248.875
500031,彰化莿桐腳郵局,彰化15支,24.0618931,120.5193983,201125.8431,2661961.213
504001,秀水郵局,彰化17支,24.0307241,120.496502,198785.0336,2658517.378
509011,伸港郵局,彰化18支,24.1468504,120.484676,197629.3053,2671382.888
500008,彰化曉陽郵局,彰化19支,24.0718967,120.5391977,203142.9806,2663062.373
500021,彰化永安街郵局,彰化20支,24.087524,120.54489,203727.4237,2664791.219
500047,彰化大竹郵局,彰化21支,24.0850309,120.581368,207435.4885,2664503.565
509004,伸港全興郵局,彰化22支,24.171435,120.510972,200311.238,2674096.103
500006,彰化光復路郵局,彰化23支,24.0799319,120.5401,203237.647,2663951.975
514013,溪湖郵局,彰化24支,23.9626797,120.4802154,197100.5541,2650987.474
516018,埔鹽郵局,彰化25支,23.9977384,120.4769868,196786.3724,2654871.439
514010,溪湖湖西郵局,彰化26支,23.9604599,120.4755578,196625.6186,2650743.386
505024,鹿港郵局,彰化27支,24.0554927,120.4324572,192281.4404,2661285.333
506017,福興郵局,彰化28支,24.0396694,120.4359661,192631.2698,2659531.443
505022,鹿港頂番郵局,彰化29支,24.088077,120.4825459,197388.8047,2664874.422
505023,鹿港彰濱郵局,彰化30支,24.0655247,120.4359553,192641.661,2662394.961
506027,福興福工郵局,彰化31支,24.0119229,120.486984,197809.2717,2656438.635
505001,鹿港草港郵局,彰化32支,24.108125,120.459429,195046.9441,2667103.633
521032,北斗郵局,彰化33支,23.874893,120.524368,201561.3962,2641249.371
523033,埤頭郵局,彰化34支,23.8913477,120.4608715,195101.7016,2643094.887
522053,田尾郵局,彰化35支,23.8923886,120.5288003,202019.2426,2643185.464
523009,埤頭路口厝郵局,彰化36支,23.8468045,120.4606522,195060.579,2638161.876
524006,溪州郵局,彰化37支,23.8513404,120.4947509,198535.8187,2638651.415
526019,二林郵局,彰化38支,23.9008394,120.3647471,185318.0307,2644186.724
527002,大城郵局,彰化39支,23.8560461,120.321583,180899.1133,2639246.252
528014,芳苑郵局,彰化40支,23.9245695,120.3189972,180672.2576,2646836.541
525001,竹塘郵局,彰化41支,23.8610164,120.4268702,191625.7452,2639749.333
526007,二林萬興郵局,彰化42支,23.954626,120.422875,191261.1398,2650118.213
528010,芳苑王功郵局,彰化43支,23.9607839,120.337499,182574.6647,2650838.377
528008,芳苑草湖郵局,彰化44支,23.9580617,120.3828754,187191.6058,2650515.947
510004,員林郵局,彰化45支,23.9576915,120.5773182,206981.3665,2650402.026
515009,大村郵局,彰化46支,23.994103,120.544834,203688.2447,2654444.854
513011,埔心郵局,彰化47支,23.954138,120.5432438,203512.1072,2650019.288
510034,員林員水路郵局,彰化48支,23.9512008,120.5971915,209001.9519,2649677.275
510010,員林三橋郵局,彰化49支,23.9688697,120.5758524,206835.9044,2651640.445
510018,員林西門郵局,彰化50支,23.95825,120.568534,206087.5284,2650466.586
512007,永靖郵局,彰化51支,23.920361,120.546642,203845.9657,2646277.418
510005,員林南門郵局,彰化52支,23.950811,120.575568,206800.9451,2649640.556
513006,埔心太平郵局,彰化53支,23.9387834,120.5593084,205141.8491,2648313.589
510001,員林中正路郵局,彰化54支,23.958592,120.5721969,206460.4397,2650503.326
511004,社頭郵局,彰化55支,23.8982028,120.5877691,208025.7985,2643810.622
511010,社頭湳雅郵局,彰化56支,23.919308,120.604639,209750.0821,2646143.069
530019,二水郵局,彰化57支,23.8108881,120.615415,210814.5412,2634132.874
520002,田中郵局,彰化58支,23.8568938,120.5858986,207821.9539,2639236.317
520011,田中內灣郵局,彰化59支,23.8529827,120.6057113,209838.7811,2638797.417
520002,田中三潭郵局,彰化60支,23.8636189,120.5855148,207785.0412,2639981.217
508022,和美道周郵局,彰化61支,24.1090453,120.4944554,198608.0692,2667192.28
970013,花蓮國安郵局,花蓮901支,23.983993,121.604241,311484.816,2653382.186
970008,花蓮舊車站郵局,花蓮1支,23.975342,121.6108491,312161.3949,2652426.976
