ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,WGS84_LAT,WGS84_LON
PU-716,台中市,北屯區,安順四街,-0.628010496,,6,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.25,0.023487422,-0.819325686,0,218459,2674227,,0.019943644,0.799686512,-0.438451903,24.173085,120.6895736
PU-717,台北市,萬華區,國興路,-0.804561042,,5,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),42.91666667,-1.379534931,-0.819325686,0,301286,2768588,,-1.278810338,-0.423754799,-0.438451903,25.02450504,121.5081806
PU-718,新北市,汐止區,湖前街,-0.634090987,,9,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.91666667,-0.059820621,-0.819325686,0,313728,2773738,,-0.198731335,-0.068837375,-0.156612801,25.07052552,121.6316982
PU-719,高雄市,新興區,六合一路,-0.588787723,,11,12,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),40.83333333,0.48139439,-0.819325686,0,178915,2503798,,0.929722082,0.335563727,-0.438451903,22.63289009,120.3084388
PU-720,台北市,內湖區,行善路,-0.052358619,,6,15,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,1.270809915,0.66677496,1,308762,2772534,,1.028451148,0.222945699,-0.438451903,25.0598573,121.5824238
PU-721,新北市,新店區,中央路,1.320005838,,14,28,住家用,其他,住宅大樓(11層含以上有電梯),8.833333333,1.512690509,0.688402205,1,304079,2762566,,1.266362735,0.42258675,0.699580228,24.9700413,121.5356191
PU-722,台北市,北投區,崗山路,0.082974369,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),2.583333333,-0.310319288,-0.819325686,0,299093,2781428,,-0.852493141,-0.655816191,1.846152938,25.14049668,121.4869096
PU-723,新北市,新店區,安忠路,0.483782082,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.91666667,-0.40396902,-0.819325686,0,301967,2761707,,0.311887471,-0.444230804,-0.438451903,24.96235998,121.5146694
PU-724,新北市,板橋區,南雅南路二段,-0.662690926,,8,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.66666667,-0.278719686,1.303233865,1,295861,2766187,,0.145264493,0.13762901,-0.207856274,25.00300266,121.4543472
PU-725,新北市,五股區,成洲五路,0.126282847,,2,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.083333333,-0.682045522,1.34957796,1,295679,2777147,,-0.829578945,-1.032915954,-0.438451903,25.10195542,121.4529076
PU-726,台北市,中正區,信義路二段,-0.331244073,,12,14,住家用,鋼骨造,住宅大樓(11層含以上有電梯),11.83333333,1.871776901,0.274394956,2,303336,2769667,,1.574997149,1.821780439,-0.028504118,25.03417538,121.5285346
PU-727,新北市,淡水區,淡金路,0.455134076,,2,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.5,0.205041502,1.184284021,1,295821,2783733,,0.237769949,0.202469694,-0.438451903,25.16140911,121.4545355
PU-728,新北市,淡水區,淡金路,-0.691194731,,5,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12,-0.795804091,1.213635282,1,295713,2783690,,-1.247975186,-0.224113748,-0.438451903,25.1610242,121.4534628
PU-729,新北市,中和區,福祥路,0.50245616,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.75,-0.221840401,-0.819325686,0,300357,2766536,,0.776677886,-1.642077109,-0.438451903,25.00601072,121.4989007
PU-730,桃園市,桃園區,江南十街,-0.501714128,,11,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.41666667,-0.305722983,-0.819325686,0,278711,2764850,,-0.029562334,0.013066645,-0.233478011,24.99135378,121.2844157
PU-731,新北市,蘆洲區,長安街,-0.228428494,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.66666667,-0.616548164,0.17398275,1,296329,2775295,,-0.598173858,-0.536372828,-0.288991773,25.08521579,121.4592898
PU-732,高雄市,苓雅區,永樂街,-0.758945342,,11,26,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.83333333,1.54486465,-0.357429539,1,178811,2501845,,2.003294586,1.205793949,0.244794405,22.61524916,120.3075155
PU-733,台北市,文山區,羅斯福路六段,-0.572877505,,14,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.33333333,-0.062118774,-0.819325686,0,304560,2765505,,-1.223080751,-0.790616559,11.69344035,24.99655738,121.5404989
PU-734,台北市,文山區,景福街,0.029427592,商,2,7,其他,鋼筋混凝土造,華廈(10層含以下有電梯),35.08333333,0.573320506,-0.819325686,0,304372,2765188,,1.343874953,0.729726828,-0.438451903,24.99370226,121.5386241
PU-735,新北市,新店區,安和路一段,-0.509428901,,16,18,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.416666667,0.06313056,0.824344883,1,302144,2762018,,-0.162804139,0.298024385,-0.163018235,24.96516164,121.5164341
PU-736,新北市,中和區,中原街,-0.220761788,,21,23,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.75,-0.46544461,0.657506141,1,299153,2767042,,-0.788276815,-0.826449568,0.57787698,25.01061845,121.4869907
PU-737,新北市,淡水區,濱海路一段,0.348497161,,6,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.083333333,0.701442531,0.380986374,1,294343,2786975,,0.601568168,0.152986014,-0.438451903,25.19072185,121.4399794
PU-738,台中市,西屯區,工業區一路,-0.222660439,,3,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.58333333,0.257899019,-0.819325686,1,210750,2674703,,0.123481862,0.316794056,0.142307459,24.17720958,120.6136899
PU-739,新北市,永和區,中正路,-0.724072643,住,9,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),34.16666667,-0.036839092,-0.819325686,0,302229,2766287,,0.030693514,0.146160679,-0.438451903,25.00369938,121.5174372
PU-740,新北市,林口區,文化三路一段,-0.505391263,,13,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.33333333,-0.274697918,0.459771336,1,287366,2774354,,-0.716988206,1.987294814,-0.438451903,25.07696876,121.3704097
PU-741,台北市,萬華區,德昌街,1.983019713,,17,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.75,2.1768567,2.523628367,2,300084,2768557,,1.759159389,0.680243148,1.363610233,25.02426541,121.4962695
PU-742,台北市,文山區,政大二街,0.263081882,,4,5,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12,-1.234751297,-0.050013709,1,309215,2764527,,-1.561984535,-0.88617125,-0.207856274,24.9875534,121.5865699
PU-743,高雄市,三民區,建德路,-0.417668761,,6,18,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),31.16666667,1.792490626,-0.530447494,1,180418,2505535,,1.453636779,3.232918465,-0.438451903,22.64863847,120.3229833
PU-744,台北市,松山區,三民路,0.9306381,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),35.41666667,-0.227011245,-0.819325686,0,306840,2772770,,0.260967036,0.054018656,-0.438451903,25.06206137,121.5633843
PU-745,新北市,淡水區,淡金路二段,1.144008064,,9,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.583333333,1.717226118,0.937115515,1,295134,2786184,,1.52747141,1.442974343,0.419876271,25.18355725,121.4478016
PU-746,台北市,內湖區,內湖路一段,0.164303942,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.75,-0.551050806,-0.819325686,0,307634,2775233,,-0.214573248,-0.618276849,-0.438451903,25.08426688,121.5713571
PU-747,桃園市,桃園區,宏昌五街,-0.186081358,,5,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),23.41666667,0.464732781,-0.819325686,0,279740,2764530,,0.680211951,0.325325725,0.069712538,24.9884449,121.2946021
PU-748,台北市,大安區,和平東路三段,0.18756843,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43,-0.652169534,-0.819325686,0,306238,2767994,,-0.198731335,0.20076336,-0.438451903,25.01896662,121.5572228
PU-749,台中市,東區,富榮街,0.804750302,,4,16,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.33333333,0.60434557,-0.819325686,0,218542,2671226,,0.489826102,0.809924515,-0.438451903,24.14598986,120.6904557
PU-750,苗栗縣,頭份市,復興街,0.659900024,,3,5,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),5.25,-0.528643815,-0.819325686,1,239256,2732038,,-0.440603401,-1.642077109,-0.438451903,24.69534254,120.8938209
PU-751,台北市,內湖區,成功路四段,-0.134144831,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.5,-0.814763853,-0.819325686,0,310172,2775202,,-0.43183377,-1.184779659,-0.438451903,25.08388802,121.5965152
PU-752,台北市,松山區,光復北路,-0.844168353,,10,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),44.58333333,-0.735477577,-0.819325686,0,306348,2771578,,-0.288407878,-0.17974907,-0.31034322,25.05131855,121.5584591
PU-753,新北市,板橋區,文化路一段,0.15666127,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),39.33333333,0.102199159,-0.819325686,0,296384,2767059,,0.836650843,1.361070322,-0.438451903,25.01085923,121.4595577
PU-754,新北市,永和區,民族街,0.739907752,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.16666667,-0.320086438,-0.819325686,0,302267,2765563,,0.19024421,1.111945592,-0.438451903,24.99716179,121.5177862
PU-755,新竹市,新竹市,建中一路,0.397717896,,4,12,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.91666667,0.265942554,-0.819325686,0,249405,2743764,,0.043423623,0.243421704,-0.438451903,24.80125036,120.9941148
PU-756,高雄市,楠梓區,土庫二路,-0.249361727,,16,23,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.583333333,-0.341918891,-0.819325686,0,180960,2515301,,-0.680495227,-0.863988911,0.738012833,22.73685214,120.3278265
PU-757,高雄市,鳳山區,文清街,-0.104775818,,3,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.83333333,-0.066140542,0.669864567,1,183671,2504993,,0.170441819,0.159811349,-0.438451903,22.64387445,120.3546556
PU-758,台北市,大安區,敦化南路二段,1.056165395,,4,14,住家用,鋼骨造,住宅大樓(11層含以上有電梯),15.25,1.471898295,-0.819325686,0,305213,2768352,,1.136798518,0.806511847,-0.011422961,25.02223634,121.5470815
PU-759,新北市,淡水區,義山路一段,0.441362845,,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.416666667,0.634221558,1.137939926,1,294149,2786986,,0.316130841,-0.553436165,1.662530493,25.19082687,121.4380549
PU-760,台北市,大同區,重慶北路三段,-0.688478938,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.33333333,-1.111800116,-0.819325686,0,301901,2772991,,-0.80242138,-0.672879529,-0.438451903,25.0642342,121.5144401
PU-761,台南市,東區,中華東路二段,0.025221719,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.33333333,-0.772248024,-0.819325686,0,171576,2543082,,-0.44258364,-1.642077109,-0.438451903,22.98730661,120.2350669
PU-762,桃園市,楊梅區,瑞梅街,-0.373158605,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.08333333,-0.312042903,-0.198314813,1,267650,2755764,,-0.343571683,0.569331454,-0.438451903,24.90949083,121.1747284
PU-763,基隆市,中正區,新豐街,-0.102300361,,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.5,-0.151746738,-0.819325686,0,329372,2781088,,0.131402819,0.062550325,-0.438451903,25.13613614,121.7871822
PU-764,新北市,中和區,景新街,-0.506568907,,7,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.75,-0.499916904,0.988094019,1,301924,2764555,,-0.322920618,-0.222407414,-0.032774408,24.98807333,121.5143505
PU-765,新北市,林口區,文化三路一段,2.024838111,,16,41,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),1.416666667,5.135728574,1.156477564,2,286457,2773304,,4.189478592,2.379751581,3.658890798,25.06751146,121.3613711
PU-766,台中市,烏日區,三榮北路,0.184347933,,6,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.083333333,-0.709623357,2.729087189,2,210135,2666936,,-0.892380815,-0.96295627,-0.438451903,24.10706434,120.607851
PU-767,基隆市,暖暖區,東碇路,-0.569729108,,8,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.83333333,-0.579203179,0.028771252,1,325651,2776507,,-0.838631467,-0.855457242,3.236132145,25.09497278,121.7500288
PU-768,新北市,汐止區,新台五路二段,-1.309025509,,27,36,住家用,鋼骨造,住宅大樓(11層含以上有電梯),25.66666667,-0.168408346,-0.819325686,0,317435,2773372,,-0.279638248,-0.11149572,0.477525178,25.06706049,121.6684236
PU-769,高雄市,左營區,民族一路,-0.976088574,,7,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.91666667,-0.3585805,-0.819325686,0,180206,2509774,,-0.28869077,-0.713831539,-0.438451903,22.68690993,120.3207323
PU-770,新北市,土城區,慶安街,-1.002837929,,13,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.166666667,-0.824531002,-0.819325686,0,294621,2762973,,-1.156884185,-0.935654929,0.460444021,24.97402327,121.441959
PU-771,桃園市,平鎮區,南平路,-0.272650248,,7,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.833333333,-0.286188683,0.591079605,1,270845,2756839,,-0.61599601,0.306556053,-0.16515338,24.91915598,121.2063737
PU-772,台北市,內湖區,金龍路,0.268080863,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),35.58333333,0.565276971,-0.819325686,0,309292,2775634,,0.793934256,0.704131821,-0.438451903,25.08782284,121.5878104
PU-773,台北市,大安區,新生南路三段,1.049652299,,7,7,住家用,其他,華廈(10層含以下有電梯),36.83333333,0.729594904,-0.819325686,0,303858,2768079,,1.509932149,0.874765198,0.667553058,25.0198205,121.5336452
PU-774,新北市,新莊區,中正路,-0.105160355,,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.25,0.109668156,0.643602913,1,295111,2769635,,0.653337277,0.229771034,-0.438451903,25.034154,121.4470298
PU-775,台中市,南屯區,公益路二段,1.731316218,,12,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12,4.085472693,4.272345552,3,213606,2671805,,3.182102654,4.164576702,2.211262684,24.15111156,120.641872
PU-776,台中市,南屯區,大進街,0.595898649,,4,10,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),29.41666667,1.242083003,-0.819325686,0,214643,2671847,,1.928045498,4.36763042,-0.438451903,24.15151439,120.6520752
PU-777,新北市,八里區,中華路二段,-0.60111694,,9,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.58333333,0.182634511,-0.819325686,0,290201,2781973,,0.071429862,-0.230939083,0.225578102,25.14568052,121.3987357
PU-778,高雄市,鳳山區,凱旋路,0.249358718,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),39.25,-0.713645124,-0.819325686,0,182811,2501894,,-0.296894617,0.190525357,-0.438451903,22.61585483,120.346421
PU-779,台北市,中正區,泉州街,0.634688818,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),50.41666667,0.115988077,-0.819325686,0,301886,2769173,,1.118976365,-0.205344077,-0.438451903,25.02976597,121.5141476
PU-780,新北市,新店區,中央五街,0.256688955,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),23.08333333,0.015443887,0.370172752,1,303429,2763123,,0.304249406,0.432824752,-0.184369682,24.97509294,121.529203
PU-781,高雄市,左營區,正心街,-1.339572166,,29,29,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.75,-0.146001355,-0.425400879,1,178451,2507343,,-0.297177509,0.171755686,-0.028504118,22.66488356,120.3037636
PU-782,台北市,南港區,中坡北路,0.096697532,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),50,-0.640678769,-0.819325686,0,308602,2771055,,-0.208915422,0.374809404,-0.438451903,25.04651132,121.5807751
PU-783,新北市,五股區,五福路,0.008734696,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.83333333,0.105646389,-0.819325686,0,293628,2775820,,-0.007213921,0.4908401,-0.438451903,25.09003596,121.4325303
PU-784,高雄市,苓雅區,光華一路,-0.508419492,,11,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.166666667,1.990706314,0.021047237,1,179728,2502414,,1.753218672,0.58127579,0.123091156,22.62042577,120.3164096
PU-785,桃園市,桃園區,寶山街,-0.315646291,,7,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),19.5,-0.268377998,0.501481022,1,282020,2767083,,-0.423347031,0.065962992,0.09746942,25.01144758,121.3172465
PU-786,桃園市,桃園區,文中路,-0.613205822,,14,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.25,-0.499342365,0.737835906,1,278143,2765163,,-0.754895641,-0.340144444,-0.182234537,24.99419028,121.2787954
PU-787,桃園市,桃園區,春日路,0.097730976,,5,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.33333333,0.701442531,0.858330553,1,281358,2766901,,0.971589995,1.045398575,-0.438451903,25.00981829,121.3106835
PU-788,新北市,深坑區,北深路三段,0.737961034,,15,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.5,1.045590929,0.48139858,1,310784,2766181,,0.67568569,0.08302633,1.931558726,25.00242346,121.6021842
PU-789,高雄市,鳳山區,經武路,-0.62702512,,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.41666667,-0.241374701,-0.161239537,1,184686,2504337,,-0.255026704,0.098383334,-0.135261354,22.63798983,120.3645577
PU-790,新北市,新莊區,後港一路,0.317686135,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.16666667,-0.424652396,-0.819325686,0,293277,2768888,,0.103396579,-0.323081107,-0.438451903,25.02746357,121.4288326
PU-791,台北市,大安區,和平東路二段,-0.336170953,,2,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),42.33333333,1.119131823,-0.819325686,0,304379,2768775,,2.027623238,0.941312215,-0.438451903,25.02608534,121.5388347
PU-792,新北市,蘆洲區,民族路,0.106671461,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.91666667,-0.184495417,-0.329623082,1,298195,2775927,,-0.134515008,0.047193321,-0.438451903,25.09086306,121.4778103
PU-793,新北市,林口區,四維路,-0.553362252,,8,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5,-0.30974475,0.52001866,1,288579,2774137,,-0.590535792,-0.817917899,0.876797239,25.07497918,121.3824279
PU-794,新北市,三重區,大同南路,-0.408656176,,3,27,集合住宅,其他,住宅大樓(11層含以上有電梯),2.416666667,1.18807641,0.442778501,1,300127,2772252,,0.776960777,1.07952525,-0.438451903,25.05762241,121.4968299
PU-795,台中市,西屯區,國安一路,-0.251332479,,2,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.08333333,0.603771032,0.416516847,1,210603,2676238,,0.378084037,0.59492646,0.530903796,24.19106566,120.6122012
PU-796,高雄市,三民區,文濱路,0.364215111,,12,17,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.5,0.168845594,2.330527971,2,182979,2504499,,-0.288124987,0.850876525,-0.01569325,22.63938612,120.3479442
PU-797,桃園市,桃園區,大有路,0.313864799,,7,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.416666667,0.569873277,0.581810786,1,282320,2766998,,0.336499015,-0.043242369,0.067577394,25.01067381,121.3202168
PU-798,桃園市,中壢區,清泉街,0.644710813,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.33333333,0.157354829,0.583355589,1,273001,2759686,,0.547535929,0.325325725,0.016333921,24.94482875,121.2277661
PU-799,台中市,北屯區,松竹路二段,-0.362776106,,3,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.833333333,-0.552774421,1.031348508,2,218524,2675274,,-0.807230532,-0.841806572,0.57787698,24.18253991,120.6901905
PU-800,台北市,內湖區,內湖路一段,-0.221578929,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.25,-0.45567746,-0.819325686,0,308312,2774803,,-0.117258639,0.164930351,-0.438451903,25.08035889,121.57806
PU-801,台中市,南區,福田一街,-0.37089945,,9,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.25,-0.414885246,0.975735594,1,215112,2666990,,-0.735941923,-0.00740936,-0.438451903,24.10766971,120.6568073
PU-802,新北市,板橋區,民生路三段,-1.268360722,,14,31,住家用,鋼骨造,住宅大樓(11層含以上有電梯),21,-0.087972994,0.08592897,1,297260,2768571,,-0.049647617,0.419174082,-0.438451903,25.02448258,121.4682884
PU-803,新北市,土城區,學府路二段,-0.572300699,,10,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.16666667,-0.718815968,-0.819325686,0,295354,2763745,,-0.944998598,-0.97660694,0.562930967,24.98097126,121.4492443
PU-804,桃園市,桃園區,蓮埔街,0.072880272,,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.66666667,-0.239076548,-0.819325686,0,279983,2766576,,-0.162521247,-0.40157246,-0.438451903,25.00691195,121.2970536
PU-805,新北市,新莊區,思源路,-0.253735835,,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),45.5,-0.928522422,-0.819325686,0,296389,2771294,,-0.513306466,-0.618276849,-0.438451903,25.04909288,121.4597497
PU-806,高雄市,仁武區,京吉二路,-0.945614018,,6,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.333333333,-0.664809375,-0.819325686,0,182587,2509422,,-0.975267967,-0.268478426,-0.438451903,22.68382784,120.3439192
PU-807,高雄市,三民區,民族巷,-1.06707964,,16,29,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.166666667,-0.186793569,0.397979209,1,179698,2505302,,-0.450787487,-0.805973563,-0.256964602,22.64650462,120.3159887
PU-808,台南市,永康區,國光七街,-0.714843756,,8,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.75,-0.232182089,-0.819325686,0,174298,2545463,,-0.346400596,1.033454238,-0.438451903,23.00893294,120.2614981
PU-809,新竹縣,竹北市,縣政一街,0.39005119,,4,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),15.91666667,-0.229309398,0.804262442,1,251889,2746868,,-0.244276835,-0.024472697,-0.094693604,24.8292741,121.0186883
PU-810,屏東縣,屏東市,開封街,0.685183332,,5,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26,0.238939257,-0.819325686,0,197360,2508572,,0.381761624,-0.643871855,-0.438451903,22.67667632,120.4877174
PU-811,高雄市,前鎮區,崗山中街,-0.466673194,,4,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),32,0.327418145,-0.819325686,0,180769,2500332,,0.582614451,-0.350382447,-0.438451903,22.60166698,120.3266272
PU-812,高雄市,三民區,建國三路,-0.224847494,,26,29,住家用,鋼骨造,住宅大樓(11層含以上有電梯),8.083333333,4.591066334,2.043194582,3,177364,2504255,,3.900929461,2.628876311,2.520858667,22.63695124,120.2933295
PU-813,台北市,中正區,臨沂街,-0.927781115,,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),38.83333333,-1.083647743,-0.819325686,0,303310,2769896,,-1.163956468,-0.700180869,0.396389679,25.0362437,121.5282858
PU-814,台中市,潭子區,中山路一段,-0.642983405,,6,16,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.666666667,0.222852187,0.053488103,1,219802,2676450,,-0.117258639,0.680243148,-0.438451903,24.19318333,120.7027447
PU-815,台中市,南屯區,保安二街,0.205233098,,2,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.66666667,0.867484079,-0.119529852,1,210676,2671349,,0.713876016,0.972026223,0.234118681,24.14692386,120.6130528
PU-816,台北市,士林區,中正路,0.385965485,,10,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.083333333,0.553786206,0.606527637,1,301226,2775324,,0.234375254,-0.679704864,0.947257015,25.08531941,121.5078366
PU-817,桃園市,桃園區,同德五街,0.592630084,,5,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12.66666667,0.391766426,1.190463234,1,279778,2767126,,0.068600949,0.035248984,1.133014605,25.01188153,121.2950345
PU-818,台北市,信義區,光復南路,-0.197761669,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),42.41666667,-0.245396469,-0.819325686,0,306387,2769975,露臺18.48㎡,-0.048798943,-0.27018476,3.507295523,25.03684538,121.55878
PU-819,台中市,西屯區,逢大路,1.559956921,,8,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),16.5,1.567846179,-0.819325686,1,214431,2674736,,0.946978452,1.291110637,-0.438451903,24.17759502,120.649918
PU-820,桃園市,中壢區,仁福四街,-0.788843093,,7,10,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),22.58333333,-0.495895136,0.439688895,1,275811,2759231,,-0.550082336,-0.4288738,-0.438451903,24.94067571,121.2555832
PU-821,桃園市,桃園區,鎮撫街,0.444751577,,9,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),19.5,0.978944495,0.881502601,1,282006,2765687,,1.272020561,1.666504066,-0.438451903,24.99884446,121.3170755
PU-822,台北市,中山區,通北街,1.53181362,,6,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),23.91666667,1.35354342,-0.819325686,0,304329,2775126,,0.815433995,0.678536815,-0.438451903,25.08342343,121.5385898
PU-823,台北市,中正區,臨沂街,-0.960659028,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),7.083333333,-1.386429389,-0.819325686,0,303420,2770313,,-1.828185253,-0.980019607,-0.2377483,25.04000448,121.529392
PU-824,新北市,土城區,德峰街,-0.179688431,,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.16666667,-0.264930768,-0.819325686,0,296969,2764211,,0.03408821,-0.350382447,-0.438451903,24.98512922,121.4652568
PU-825,新北市,泰山區,仁義路,-1.097626297,,10,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.58333333,-0.71824143,-0.819325686,0,293700,2771797,,-0.96508388,-0.454468807,-0.002882382,25.05371409,121.4331163
PU-826,基隆市,七堵區,崇信街,0.188337504,,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.5,-1.052048141,-0.819325686,0,321719,2776947,,-0.737073488,-0.476651146,-0.438451903,25.09913687,121.7110711
PU-827,桃園市,桃園區,大豐路,0.82726975,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),35.58333333,-0.166110193,-0.819325686,0,282108,2763702,,0.62589682,0.001122309,-0.438451903,24.98092122,121.3180398
PU-828,新北市,永和區,中正路,-0.956092651,,16,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.58333333,-0.531516506,-0.819325686,0,302026,2765590,,-0.654186336,0.243421704,0.140172314,24.99741384,121.5153998
PU-829,基隆市,暖暖區,源遠路,-0.597391738,,5,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9,-0.785462403,0.045764087,1,325862,2776780,,-1.104266403,-0.082488046,0.039820512,25.09742669,121.7521357
