ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,單價
TR-2394,台北市,中山區,南京東路三段,-0.552040407,None,10,20,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),0.833333333,0.732467595,-0.819325686,0,304517,2771607,,0.177796993,-0.11149572,0.825553766,6.173612953
TR-2395,高雄市,三民區,建國三路,-0.709532338,None,13,29,住家用,鋼骨造,住宅大樓(11層含以上有電梯),9.083333333,2.47848927,0.180161963,1,177426,2504296,,1.912203585,1.611901385,1.414853706,1.245476059
TR-2396,高雄市,鼓山區,美術東八街,0.401370998,None,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.25,1.282875218,0.408792831,1,177206,2505935,,1.1894163,0.634172137,-0.438451903,1.301690548
TR-2397,台中市,北區,文心路四段,-0.495176999,None,19,21,住家用,鋼骨造,住宅大樓(11層含以上有電梯),26.83333333,3.031195045,-0.819325686,1,216996,2674239,,1.629878063,2.509432947,14.74242699,1.348535956
TR-2398,新北市,板橋區,民生路三段,-1.529461339,住,4,37,住家用,鋼骨造,住宅大樓(11層含以上有電梯),16.08333333,-0.918755272,-0.819325686,0,296782,2769334,,-1.104266403,-0.502246152,-0.438451903,2.636784669
TR-2399,高雄市,楠梓區,大學西路,-0.922517765,None,5,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.083333333,-0.745819265,-0.819325686,0,176211,2513792,,-1.141608055,-0.62339585,-0.16515338,1.395381364
TR-2400,台北市,中山區,朱崙街,-0.385247486,None,4,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.25,0.685355461,-0.008304024,1,304756,2771406,,0.41118232,0.663179811,0.046225947,5.330395614
TR-2401,新北市,林口區,八德路,-1.06316217,None,16,16,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.583333333,-0.872792214,-0.819325686,0,286506,2773163,,-1.161127555,-0.964662603,-0.438451903,2.425980334
TR-2402,新北市,新莊區,天祥街,-0.381570351,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.25,-1.053771755,-0.819325686,0,292073,2769078,,-0.716139532,-0.621689516,-0.438451903,1.442226772
TR-2403,新北市,新店區,安康路二段,-0.162360232,None,3,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.66666667,0.386021044,0.004054402,1,301631,2761418,,0.482470929,0.489133767,-0.438451903,2.191753295
TR-2404,新北市,新店區,民權路,-0.330234663,None,3,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),32.5,0.245833716,-0.819325686,0,304046,2763945,,0.74725719,0.327032059,-0.282586339,2.09806248
TR-2405,新北市,永和區,文化路,0.790258065,None,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29,0.256175404,0.836703309,1,301521,2767676,,0.69944856,0.721195159,-0.438451903,2.09806248
TR-2406,台北市,中山區,龍江路,-0.034165213,None,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.25,-0.526345662,-0.819325686,0,304472,2773256,,-0.022490051,0.374809404,-0.438451903,2.425980334
TR-2407,台北市,信義區,富陽街,1.001825511,住,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),52.41666667,-0.464295534,-0.819325686,0,306128,2768302,,0.412879667,-1.642077109,-0.438451903,2.613361965
TR-2408,新北市,樹林區,大安路,-0.99420988,None,5,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.16666667,-0.543007271,-0.819325686,0,292695,2765652,,-0.564226901,-0.201931409,-0.205721129,1.418804068
TR-2409,新北市,五股區,芳洲七路,-0.682278279,None,4,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.75,-0.822807388,0.246588499,1,294907,2775519,,-1.122654337,-0.237764418,-0.438451903,1.816990033
TR-2410,台南市,北區,北門路二段,0.401130662,None,6,11,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),18.41666667,0.160802058,-0.819325686,0,169628,2545705,,-0.108489008,0.120565673,-0.438451903,1.161154325
TR-2411,新北市,汐止區,新台五路二段,-0.125060144,住,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42,-0.841767149,-0.819325686,0,316751,2773146,,-0.523207662,0.294611717,-0.438451903,1.535917587
TR-2412,桃園市,龜山區,公園路,-1.105076702,None,15,17,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.33333333,-0.613100935,-0.819325686,0,287117,2771970,,-0.394775009,-0.261653091,-0.064801578,1.301690548
TR-2413,新北市,汐止區,建成路,-0.919850039,None,14,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.66666667,-0.816487467,-0.819325686,0,316739,2774012,,-0.853907597,-0.5602615,-0.171558814,2.051217072
TR-2414,新北市,土城區,永豐路,0.924581643,None,8,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.166666667,1.213356092,0.972645988,1,296705,2764641,,1.229303974,1.096588588,0.787121161,2.09806248
TR-2415,高雄市,鳳山區,光遠路,-1.442051274,None,12,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.166666667,1.174287493,0.217237239,1,184642,2502574,,0.697751212,0.3594524,0.157253472,1.207999733
TR-2416,新北市,蘆洲區,民族路,-0.240253007,None,7,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),13,0.009698505,-0.819325686,0,297984,2775971,,-0.117824421,0.257072374,-0.242018589,1.770144626
TR-2417,新北市,樹林區,文化街,0.076917911,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.91666667,0.230895722,0.725477481,1,292289,2764561,,0.182889036,-0.234351751,-0.438451903,1.770144626
TR-2418,新北市,板橋區,仁化街,0.459604319,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.08333333,-0.427525087,-0.819325686,0,297983,2769249,,0.188263971,0.072788327,-0.438451903,2.238598703
TR-2419,台南市,東區,富農街一段,-0.384790849,None,6,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.5,-0.462571919,-0.819325686,0,171503,2542470,,-0.61175264,-0.04836137,-0.438451903,0.973772694
TR-2420,新北市,新莊區,中信街,-1.157013229,None,8,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.25,-0.906689969,-0.819325686,0,295294,2771607,,-0.899453098,-0.756489884,-0.31034322,1.863835441
TR-2421,新北市,林口區,文化二路一段,-1.179724945,None,13,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15,-0.978507248,-0.819325686,0,287025,2773794,,-1.080503533,-0.983432275,-0.227072576,1.910680849
TR-2422,台北市,文山區,興隆路四段,1.39835525,None,8,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),31.83333333,0.272262475,0.788814411,1,306487,2764745,,0.690396038,0.402110744,-0.242018589,2.472825742
TR-2423,桃園市,桃園區,國聖一街,-0.027099345,None,14,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.66666667,0.029232804,0.842882521,1,279016,2764491,,0.149224971,0.714369824,-0.438451903,1.629608402
TR-2424,台南市,永康區,東橋三路,-0.498709933,None,11,20,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.25,0.240088334,0.113735427,1,171552,2546692,,-0.114995508,-0.050067704,0.755093991,1.723299218
TR-2425,台中市,西區,台灣大道二段,-0.485851977,None,7,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),33.75,0.535975521,-0.819325686,0,215381,2672410,,0.563943624,0.366277735,-0.438451903,1.090886213
TR-2426,新北市,中和區,忠孝街,0.837748383,None,3,5,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),39.58333333,-0.668256604,-0.819325686,0,301622,2764025,,-0.074824943,-0.707006204,-0.438451903,1.816990033
TR-2427,台北市,士林區,克強路,0.903672444,None,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.16666667,0.132649685,-0.819325686,0,302747,2778015,,0.719816734,1.048811242,-0.438451903,2.988125227
TR-2428,台北市,信義區,基隆路二段,-1.342648462,None,10,12,一般事務所,鋼筋混凝土造,住宅大樓(11層含以上有電梯),29.91666667,-1.28243797,-0.819325686,0,306084,2768914,,-1.511346991,-1.09434397,-0.438451903,3.503424712
TR-2429,台中市,西屯區,環中路二段,-0.614167164,None,15,29,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.75,0.001080431,0.339276689,1,212840,2674255,,-0.426175944,0.00624131,0.479660323,1.699876514
TR-2430,台南市,北區,北成路,0.835513262,None,3,9,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),26.33333333,-0.307446597,0.57872118,1,169066,2546668,,-0.042292443,-0.027885365,-0.438451903,1.06746351
TR-2431,桃園市,桃園區,國強二街,-0.395389649,None,4,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.16666667,-0.304573906,-0.819325686,0,277766,2763913,,-0.110752139,-0.282129096,0.163658906,0.809813767
TR-2432,台北市,士林區,福港街,0.234193541,None,4,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),40.25,0.321098224,-0.819325686,0,302186,2775500,,0.607791777,1.490751688,-0.438451903,2.355712222
TR-2433,新北市,永和區,秀朗路二段,0.809965585,None,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.5,-0.125892517,-0.819325686,0,303095,2766051,,0.585726255,0.635878471,-0.438451903,1.887258145
TR-2434,新北市,林口區,信義路,-0.400628966,None,6,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.33333333,-0.132212438,0.401068816,1,288219,2774765,,-0.221079748,-0.022766364,-0.16515338,1.465649475
TR-2435,台北市,大同區,環河北路二段,0.856422461,住,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.5,-0.16725927,-0.819325686,0,301422,2773593,,0.513588972,0.666592478,-0.438451903,2.51967115
TR-2436,彰化縣,彰化市,華山路,0.001524627,None,3,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),23.08333333,-0.253440004,-0.819325686,0,202645,2663317,,-0.300572204,0.115446671,-0.438451903,0.926927286
TR-2437,台南市,中西區,和緯路五段,0.461959608,None,24,29,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),0.583333333,3.478185786,2.239384585,2,165647,2545047,,2.349836434,2.753438676,1.367880523,1.629608402
TR-2438,高雄市,前鎮區,光華三路,-0.711815527,None,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.33333333,0.081515783,0.277484562,1,179669,2500895,,-0.127159834,-0.275303761,-0.084017881,1.31105963
TR-2439,台北市,大同區,承德路三段,0.311149006,None,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.83333333,-0.688365442,-0.819325686,0,302377,2774068,,-0.213724574,-0.063718374,-0.438451903,2.379134926
TR-2440,台北市,信義區,莊敬路,0.893362046,None,10,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.66666667,0.991584336,-0.819325686,0,306614,2769337,,-0.010891508,0.632465803,-0.261234892,3.690806343
TR-2441,新北市,板橋區,田單街,1.310800984,None,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),51.75,-0.72168866,-0.819325686,0,298626,2769150,,-0.425044379,0.883296867,-0.438451903,1.67645381
TR-2442,新北市,中和區,景平路,-1.310779959,None,21,34,住家用,鋼骨造,住宅大樓(11層含以上有電梯),21.75,-1.023321229,0.952563546,1,301952,2765063,,-1.134535772,-0.280422763,-0.438451903,2.613361965
TR-2443,新北市,新莊區,民本街,-0.612004144,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41,-1.249114753,-0.819325686,0,293229,2767928,,-1.02137925,-0.698474536,-0.438451903,1.629608402
TR-2444,台南市,安南區,安中路一段,2.997452331,None,4,4,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),40.58333333,-0.418907014,-0.819325686,0,167378,2549083,,-0.121219117,0.031836317,-0.438451903,0.561533106
TR-2445,新北市,新莊區,泰安街,-0.343525223,None,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),46.58333333,-1.098011199,-0.819325686,0,295222,2770622,,-0.806098967,-0.515896822,-0.438451903,1.816990033
TR-2446,台中市,西區,向上路一段,0.612794243,None,6,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.16666667,4.483627685,-0.819325686,1,215743,2671309,,4.384390702,2.594749636,-0.438451903,1.198630651
TR-2447,新北市,板橋區,僑中二街,0.072976407,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.58333333,-0.532091044,-0.819325686,0,294906,2766870,,0.011739797,0.106915003,-0.438451903,1.395381364
TR-2448,新北市,蘆洲區,光明路,0.413339712,住,5,11,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,0.245259178,0.742470316,1,296691,2775557,,-0.012871747,-0.188280739,0.744418267,2.51967115
TR-2449,新竹縣,竹北市,復興六路,1.484587671,None,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.33333333,1.181756489,2.421671358,2,252825,2745064,,1.230718431,1.256983962,0.191415787,1.535917587
TR-2450,桃園市,蘆竹區,南福街,-0.121983848,None,10,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12,0.036127263,0.552459526,1,279487,2770172,,-0.185435443,0.103502335,-0.075477302,1.442226772
TR-2451,新北市,板橋區,國慶路,-1.146101992,None,5,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.16666667,-0.743521112,-0.819325686,0,296791,2765450,,-0.766211293,-0.13879706,-0.438451903,2.121485184
TR-2452,新北市,蘆洲區,仁愛街,0.650935506,None,3,7,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),0.666666667,-0.370645802,-0.170508356,1,297513,2776132,,-0.658146814,-0.50565882,0.430551995,2.191753295
TR-2453,新北市,永和區,信義路,0.845511224,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.75,-0.187368108,-0.819325686,0,301877,2767156,,0.510760059,0.482308431,-0.438451903,2.191753295
TR-2454,新北市,五股區,五福路,0.309394556,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),33.08333333,-0.509684054,-0.819325686,0,293743,2775682,,0.090949362,-0.352088781,-0.438451903,1.207999733
TR-2455,台北市,萬華區,萬大路,0.42021331,None,3,4,工業用,鋼筋混凝土造,公寓(5樓含以下無電梯),47.08333333,-0.947482183,-0.819325686,0,299982,2768134,,-0.374406835,-1.642077109,-0.438451903,2.051217072
TR-2456,新北市,汐止區,中正路,-0.563336181,None,7,11,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.833333333,-0.48497891,0.322283854,1,316230,2773525,,-0.864657467,-1.068748963,0.659012479,2.027794368
TR-2457,新竹縣,竹北市,光明六路,1.061813282,None,15,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.833333333,1.313325744,2.284183876,2,253625,2745148,,1.047687756,0.524966776,0.323794759,2.70705278
TR-2458,新竹縣,竹北市,環北路五段,-0.4812856,None,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.583333333,-0.648722305,0.676043779,1,249721,2747553,,-0.824769793,-0.541491829,-0.438451903,1.770144626
TR-2459,台北市,松山區,民生東路五段,3.201040635,None,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),51.66666667,0.405555344,-0.819325686,0,306368,2772258,,1.665805258,-0.659228859,-0.438451903,3.784497158
TR-2460,新北市,林口區,文化二路一段,-1.073112064,None,22,23,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),3.083333333,-0.453953845,0.804262442,1,287768,2774371,,-0.825335576,0.026717316,0.159388616,2.308866815
TR-2461,台北市,大同區,民權西路,-1.201042715,None,8,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.583333333,-0.760182721,-0.819325686,0,301703,2772813,,-1.258442164,-0.254827756,-0.002882382,3.901610678
TR-2462,新竹市,新竹市,金雅七街,-0.197353099,其他,5,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.25,-0.699856207,-0.819325686,0,246543,2746590,,-0.96932725,-1.130176979,1.267528721,1.395381364
TR-2463,新北市,板橋區,光環路二段,-0.56994541,None,18,19,住家用,鋼骨造,住宅大樓(11層含以上有電梯),7.833333333,-0.152895814,0.274394956,1,298640,2767553,,-0.507082857,-0.060305707,0.533038941,2.496248446
TR-2464,新北市,新店區,北宜路二段,-0.282431908,None,4,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.58333333,-0.592992097,-0.819325686,0,305920,2760682,,-0.562529553,-0.227526416,-0.286856628,1.816990033
TR-2465,台中市,南屯區,公益路二段,-0.359459474,None,25,26,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.833333333,2.588226071,-0.819325686,0,214361,2671736,,2.002445912,1.113651925,1.963585897,2.425980334
TR-2466,桃園市,桃園區,春日路,0.603493254,None,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.083333333,1.109939211,2.619406164,2,281744,2766020,,0.817131343,1.035160572,-0.438451903,1.653031106
TR-2467,台中市,潭子區,大新路,0.109915992,None,6,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.916666667,0.021189269,2.919097978,2,219993,2677492,,-0.341025661,0.533498444,-0.410695022,1.348535956
TR-2468,新北市,淡水區,新市一路一段,0.477773691,None,2,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6,1.148433272,0.469040155,1,293439,2786405,,0.863808408,0.236596369,1.293150458,1.12836254
TR-2469,台中市,南屯區,大墩六街,1.962374883,None,12,23,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.666666667,3.064518262,2.953083648,2,213923,2670907,,2.493262326,1.630671057,2.443993457,2.074639776
TR-2470,台中市,南屯區,大墩路,-0.169209798,None,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.91666667,0.657777626,0.507660234,1,214375,2671321,,0.508214037,0.274135712,0.325929904,1.770144626
TR-2471,新北市,板橋區,大觀路二段,0.165024949,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.25,-0.744670189,-0.819325686,0,295007,2765848,,-0.537635118,1.337181649,-0.438451903,1.67645381
TR-2472,高雄市,三民區,鼎力路,-1.277205073,None,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.75,-0.819934697,-0.819325686,0,180359,2507200,,-1.046273685,-0.944186598,-0.263370037,1.423488608
TR-2473,台北市,內湖區,行善路,1.626674089,None,5,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.41666667,-0.064416927,-0.819325686,0,308070,2772030,,-0.402978857,-0.338438111,-0.438451903,2.8241663
TR-2474,新北市,汐止區,福德二路,1.904766435,None,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),12.58333333,0.725573136,-0.819325686,0,313530,2773094,,1.081917604,1.176786275,-0.438451903,1.723299218
TR-2475,新北市,新店區,五峰路,1.671881219,None,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.58333333,-0.231607551,-0.819325686,0,305261,2762353,,0.349512015,1.019803568,-0.438451903,1.723299218
TR-2476,台中市,大里區,日新路,-0.064639769,None,9,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,-0.046606242,0.9788252,1,218709,2668062,,-0.357150465,-0.265065759,0.185010353,1.231422437
TR-2477,新北市,新店區,北宜路一段,-1.007909011,None,4,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.83333333,-0.288486836,-0.819325686,0,304521,2760882,,-0.240882139,0.238302703,-0.438451903,2.051217072
TR-2478,新北市,板橋區,光復街,-0.080549987,None,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),18.66666667,-0.203455178,1.66626261,1,298882,2768247,,-0.310756291,0.321913057,-0.438451903,2.238598703
TR-2479,高雄市,鳳山區,北昌五街,-0.147171021,None,10,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.583333333,-0.466593686,0.326918264,1,185701,2504885,,-0.692942445,-1.038034955,0.191415787,1.245476059
TR-2480,新北市,三峽區,中山路,-0.248160049,None,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.91666667,1.625300001,0.821255277,1,286773,2758839,露台38.06㎡ ,1.763968541,1.572655709,7.687908867,1.348535956
TR-2481,新北市,新莊區,中原路,-0.390030165,None,2,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.83333333,-0.308021136,-0.819325686,0,295139,2771907,,-0.196751095,-0.085900713,-0.438451903,1.816990033
TR-2482,台北市,南港區,松河街,-0.921147852,None,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12.33333333,-1.49961342,-0.355884736,1,311697,2772727,,-1.789146253,-1.642077109,0.298173022,3.456579304
TR-2483,新北市,土城區,莊園街,1.019610347,None,24,27,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),2.583333333,0.648010476,0.883047404,1,294870,2763945,,0.361676341,0.768972504,-0.438451903,2.589939261
TR-2484,新北市,汐止區,康寧街,0.642043088,其他,8,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),39.08333333,0.05968333,-0.819325686,0,314335,2774444,,0.337347689,1.161429271,-0.438451903,1.489072179
TR-2485,新北市,三重區,力行路一段,-0.266810093,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.5,-0.898646434,-0.819325686,0,298644,2773726,,-0.419103661,-0.887877584,-0.438451903,1.629608402
TR-2486,台北市,大安區,復興南路二段,-1.404318582,None,7,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),34.25,-1.338168178,-0.819325686,0,304848,2768678,,-1.339066186,-1.642077109,-0.438451903,4.604291794
TR-2487,台中市,南區,崇倫街,-0.34749076,None,3,9,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),10.08333333,-0.528643815,0.414972044,1,215125,2669322,,-0.946978837,-0.317962105,0.253334984,1.606185699
TR-2488,新北市,永和區,得和路,0.745916143,None,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),48.75,-0.693536286,-0.819325686,0,302892,2765739,,-0.245125509,0.074494661,-0.438451903,1.863835441
TR-2489,新北市,泰山區,明志路二段,-0.82849847,None,13,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.833333333,-0.713645124,-0.819325686,0,293046,2771213,,-0.952919554,-0.911766257,0.238388971,1.910680849
TR-2490,新北市,新莊區,龍安路,-0.2640943,None,4,21,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.416666667,1.282875218,0.268215743,1,291974,2768368,,1.077391343,0.216120364,-0.056261,2.238598703
TR-2491,高雄市,左營區,重愛路,-1.237405494,None,5,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24,-0.414885246,-0.819325686,0,180064,2509362,,-0.536220662,0.593220126,0.02060421,0.931611827
TR-2492,台南市,永康區,忠孝路,0.374837945,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.66666667,-0.541283656,-0.819325686,0,172208,2545107,,-0.203540487,0.042074319,-0.438451903,0.673962085
TR-2493,新北市,新店區,中央三街,-1.019589322,None,24,27,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.5,-0.208626022,0.35935913,1,302931,2763300,,-0.121219117,0.002828643,-0.199315695,2.09806248
TR-2494,高雄市,三民區,文揚街,1.220795294,None,19,20,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.25,2.364730701,1.856273399,2,182918,2505165,,1.849118824,0.55397445,0.76363457,1.442226772
TR-2495,台南市,北區,北園街,-0.71109452,None,13,14,國民住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.66666667,-0.335024432,-0.335802295,1,170412,2545659,,-0.141587291,-0.881052249,-0.438451903,1.184577029
TR-2496,新北市,新莊區,中華路一段,-0.067331528,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),23.16666667,-0.378114799,-0.425400879,1,295759,2770397,,-0.453616401,-0.085900713,-0.438451903,1.910680849
TR-2497,台北市,中山區,復興北路,-1.162973553,None,13,16,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.75,-1.2468166,-0.819325686,0,304912,2771875,,-1.423084904,-0.742839214,-0.438451903,4.065569605
TR-2498,基隆市,中正區,義一路,-0.661777651,None,11,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.41666667,0.663523008,-0.819325686,0,325354,2780916,,0.923215582,0.593220126,-0.438451903,1.67645381
TR-2499,高雄市,前鎮區,光華二路,0.304539777,None,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.25,0.716380525,-0.153515521,1,179777,2501230,,1.000162017,0.033542651,-0.216396853,1.325113252
TR-2500,新北市,中和區,景平路,-1.137690245,None,22,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.75,-0.410863478,-0.165873947,1,302636,2764788,,-0.340459878,0.489133767,-0.212126563,2.425980334
TR-2501,高雄市,左營區,新莊一路,-0.646780708,None,21,29,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.833333333,0.675013772,0.57408677,1,178254,2508069,,0.249368493,-0.746251881,1.049743961,2.074639776
TR-2502,台中市,北屯區,文昌東四街,0.092539726,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.66666667,-0.484404372,-0.819325686,0,217682,2674042,,0.216553102,-0.655816191,-0.438451903,0.903504583
TR-2503,新北市,板橋區,新府路,-1.505620046,None,11,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.83333333,-1.495017114,-0.819325686,0,296956,2767086,,-1.702581513,-1.365651039,-0.438451903,3.409733897
TR-2504,新北市,汐止區,大同路二段,-0.034189246,None,28,29,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.666666667,2.026902223,1.323316306,2,315900,2773191,,1.750955541,2.267133552,-0.073342157,2.004371664
TR-2505,台中市,西屯區,國安一路,-1.014325972,None,21,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.91666667,-0.561392494,0.194065191,1,210778,2676219,,-0.818829076,-0.718950541,0.513822638,1.535917587
TR-2506,新北市,土城區,中央路四段,0.002365802,None,2,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.166666667,-0.279294224,-0.819325686,0,291625,2760694,,-0.54018114,-0.863988911,0.176469774,1.934103553
TR-2507,新北市,中和區,圓通路,0.759711407,None,12,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.25,0.490587001,0.849061734,1,300001,2764903,,0.741882255,0.448181756,-0.056261,2.09806248
TR-2508,台北市,萬華區,華西街,-1.151966181,商,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),47.58333333,-1.76217739,-0.819325686,0,300241,2770009,,-1.700035491,-1.642077109,-0.438451903,2.051217072
TR-2509,新北市,三重區,永福街,-0.456579098,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.83333333,-0.418332475,-0.819325686,0,298503,2774092,,-0.062094834,0.146160679,-0.438451903,1.957526257
TR-2510,新北市,三峽區,大義路,-1.002429358,None,3,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13,-0.578628641,0.716208662,1,288159,2759784,,-0.781204532,-0.403278794,-0.438451903,1.723299218
